timestamp,frame_id,capture_wait_ms,slow_poll_ms,match_ms,fast_poll_ms,predict_ms,blur_ms,send_ms,detect_age_ms,fast_age_ms,mask_age_avg_ms,slow_updated,fast_updated,predicted,mask_count,jitter_center_px,jitter_corners_px,masks_created,masks_killed,loop_ms
105745.157309,20,0.515,0.009,0.001,0.096,0.003,0.829,0.002,0.0,46.24,46.24,0,1,0,7,0.0,0.0,0,0,15.768
105745.197569,21,0.406,0.016,0.002,0.011,0.09,3.128,0.004,0.0,0.0,65.42,0,0,1,7,0.0,0.0,0,0,19.323
105745.216972,22,0.408,0.014,0.001,0.156,0.003,0.232,0.011,0.0,60.99,60.99,0,1,0,7,0.0,0.0,0,0,18.469
105745.235664,23,0.596,0.014,0.001,0.006,0.047,2.166,0.004,0.0,0.0,79.68,0,0,1,7,0.0,0.0,0,0,20.165
105745.268012,24,0.546,0.008,0.001,0.093,0.002,0.724,0.004,0.0,71.56,71.56,0,1,0,7,0.0,0.0,0,0,19.445
105745.303403,25,0.541,0.006,0.001,0.091,0.003,0.577,0.004,0.0,70.47,70.47,0,1,0,7,0.0,0.0,0,0,18.064
105745.321601,26,0.803,0.082,1.047,0.003,0.006,0.601,0.016,403.56,0.0,0.0,1,0,0,7,0.0,0.0,0,0,24.698
105745.363811,27,0.532,0.009,0.001,0.004,0.034,3.445,0.005,0.0,0.0,98.07,0,0,1,7,0.0,0.0,0,0,22.466
105745.38639,28,0.673,0.008,0.0,0.097,0.002,0.483,0.004,0.0,65.71,65.71,0,1,0,7,0.0,0.0,0,0,18.355
105745.404849,29,0.786,0.018,0.001,0.016,0.117,0.267,0.006,0.0,0.0,84.17,0,0,1,7,0.0,0.0,0,0,21.515
105745.438656,30,0.505,0.009,0.001,0.005,0.027,3.427,0.003,0.0,0.0,80.58,0,0,1,7,0.0,0.0,0,0,19.82
105745.458555,31,0.407,0.009,0.0,0.09,0.003,4.628,0.005,0.0,56.86,56.86,0,1,0,7,0.0,0.0,0,0,23.493
105745.482125,32,0.37,0.021,0.001,0.007,0.04,4.068,0.004,0.0,0.0,80.43,0,0,1,7,0.0,0.0,0,0,22.329
105745.504578,33,0.518,0.014,0.001,0.15,0.002,0.67,0.007,0.0,50.02,50.02,0,1,0,7,0.0,0.0,0,0,23.641
105745.528362,34,0.571,0.017,0.001,0.103,0.003,1.958,0.003,0.0,50.1,50.1,0,1,0,7,0.0,0.0,0,0,23.493
105745.55194,35,0.412,0.01,0.002,0.004,0.032,0.496,0.004,0.0,0.0,73.68,0,0,1,7,0.0,0.0,0,0,15.235
105745.586126,36,0.337,0.009,0.001,0.093,0.002,7.351,0.006,0.0,61.52,61.52,0,1,0,7,0.0,0.0,0,0,28.051
105745.614479,37,0.592,0.01,0.001,0.005,0.046,5.885,0.009,0.0,0.0,89.87,0,0,1,7,0.0,0.0,0,0,24.388
105745.639215,38,0.846,0.008,0.001,0.026,0.022,6.127,0.003,0.0,89.65,114.61,0,1,1,7,0.0,0.0,0,0,26.714
105745.678872,39,0.729,0.023,0.001,0.06,0.041,6.476,0.006,0.0,67.9,154.26,0,1,1,7,0.0,0.0,0,0,27.213
105745.706269,40,0.627,0.196,0.566,0.001,0.003,0.958,0.004,403.17,0.0,2.66,1,0,0,7,0.0,0.0,0,0,23.927
105745.730307,41,0.456,0.067,0.001,0.067,0.033,4.934,0.003,0.0,100.76,26.7,0,1,1,7,0.0,0.0,0,0,28.676
105745.759119,42,0.92,0.017,0.001,0.01,0.055,0.376,0.005,0.0,0.0,55.51,0,0,1,7,0.0,0.0,0,0,22.782
105745.782054,43,0.666,0.014,0.002,0.036,0.028,0.875,0.003,0.0,53.06,78.45,0,1,1,7,0.0,0.0,0,0,16.822
105745.822092,44,0.442,0.007,0.001,0.023,0.019,5.197,0.004,0.0,64.66,118.48,0,1,1,7,0.0,0.0,0,0,20.586
105745.842774,45,0.637,0.009,0.001,0.009,0.042,0.9,0.002,0.0,0.0,139.16,0,0,1,7,0.0,0.0,0,0,19.165
105745.862018,46,0.406,0.015,0.001,0.05,0.031,0.589,0.006,0.0,50.36,158.41,0,1,1,7,0.0,0.0,0,0,16.025
105745.887562,47,0.533,0.009,0.001,0.004,0.028,3.75,0.002,0.0,0.0,183.95,0,0,1,7,0.0,0.0,0,0,19.695
105745.917375,48,0.275,0.006,0.001,0.005,0.021,1.521,0.007,0.0,0.0,213.77,0,0,1,7,0.0,0.0,0,0,13.924
105746.0018,49,0.355,0.014,0.001,0.009,0.042,0.155,0.004,0.0,0.0,37.74,0,0,1,1,0.0,0.0,0,0,15.418
105746.045619,50,0.395,0.019,0.001,0.076,0.003,0.118,0.006,0.0,44.53,44.53,0,1,0,1,0.0,0.0,0,0,17.075
105746.062794,51,0.514,0.011,0.001,0.06,0.002,0.111,0.003,0.0,25.42,25.42,0,1,0,1,0.0,0.0,0,0,14.453
105746.100361,52,0.365,0.015,0.001,0.006,0.021,0.122,0.005,0.0,0.0,40.32,0,0,1,1,0.0,0.0,0,0,17.54
105746.118021,53,0.498,0.007,0.0,0.037,0.002,0.115,0.005,0.0,25.41,25.41,0,1,0,1,0.0,0.0,0,0,17.218
105746.135363,54,1.007,0.009,0.001,0.037,0.002,0.082,0.006,0.0,20.95,20.95,0,1,0,1,0.0,0.0,0,0,16.716
105746.161757,55,0.32,0.01,0.001,0.052,0.003,0.081,0.002,0.0,27.62,27.62,0,1,0,1,0.0,0.0,0,0,14.235
105746.21728,56,0.541,0.008,0.0,0.005,0.013,1.313,0.002,0.0,0.0,56.2,0,0,1,1,0.0,0.0,0,0,19.987
105746.237317,57,0.251,0.011,0.001,0.064,0.003,1.882,0.004,0.0,21.63,21.63,0,1,0,1,0.0,0.0,0,0,15.447
105746.276144,58,0.501,0.008,0.0,0.003,0.009,0.966,0.003,0.0,0.0,39.62,0,0,1,1,0.0,0.0,0,0,14.511
105746.299922,59,0.287,0.022,0.36,0.001,0.011,0.935,0.004,394.79,0.0,31.7,1,0,1,2,0.0,0.0,1,0,17.468
105746.350224,60,0.585,0.009,0.001,0.003,0.015,0.286,0.008,0.0,0.0,44.99,0,0,1,2,0.0,0.0,0,0,14.798
105746.385076,61,0.346,0.007,0.001,0.075,0.003,1.017,0.006,0.0,38.67,38.67,0,1,0,2,0.0,0.0,0,0,19.249
105746.413285,62,0.564,0.005,0.0,0.033,0.001,0.136,0.004,0.0,29.64,29.64,0,1,0,2,0.0,0.0,0,0,14.493
105746.427887,63,0.467,0.008,0.001,0.051,0.003,0.384,0.014,0.0,15.72,15.72,0,1,0,2,0.0,0.0,0,0,16.181
105746.478632,64,0.301,0.012,0.001,0.005,0.016,3.831,0.002,0.0,0.0,51.96,0,0,1,2,0.0,0.0,0,0,20.67
105746.499354,65,0.27,0.016,0.001,0.084,0.009,0.404,0.004,0.0,22.01,47.34,0,1,1,2,0.0,0.0,0,0,19.697
105746.519161,66,0.406,0.009,0.001,0.055,0.007,3.432,0.01,0.0,20.82,56.66,0,1,1,2,0.0,0.0,0,0,17.594
105746.561107,68,0.502,0.007,0.0,0.025,0.006,0.691,0.011,0.0,45.73,90.08,0,1,1,2,0.0,0.0,0,0,11.109
105746.596348,69,0.693,0.009,0.001,0.047,0.006,2.054,0.005,0.0,36.85,103.26,0,1,1,2,0.0,0.0,0,0,19.506
105746.615947,70,0.487,0.011,0.001,0.072,0.01,0.966,0.004,0.0,30.74,110.01,0,1,1,2,0.0,0.0,0,0,15.817
105746.643209,71,0.577,0.047,0.485,0.001,0.01,1.979,0.003,356.07,0.0,45.76,1,0,1,6,0.0,0.0,4,0,21.34
105746.675756,72,0.398,0.007,0.001,0.004,0.031,0.584,0.004,0.0,0.0,67.48,0,0,1,6,0.0,0.0,0,0,14.269
105746.724687,73,0.581,0.02,0.001,0.182,0.005,1.837,0.004,0.0,49.56,49.56,0,1,0,5,0.0,0.0,0,1,19.444
105746.744317,74,0.74,0.009,0.001,0.006,0.026,0.325,0.006,0.0,0.0,69.19,0,0,1,5,0.0,0.0,0,0,21.288
105746.786391,75,0.525,0.02,0.001,0.009,0.046,0.514,0.004,0.0,0.0,63.56,0,0,1,5,0.0,0.0,0,0,20.224
105746.80671,76,0.483,0.009,0.001,0.105,0.005,1.418,0.004,0.0,69.87,69.87,0,1,0,5,0.0,0.0,0,0,18.554
105746.825366,77,0.453,0.041,0.001,0.181,0.004,2.801,0.004,0.0,41.49,41.49,0,1,0,5,0.0,0.0,0,0,22.995
105746.848456,78,0.423,0.008,0.001,0.005,0.03,0.563,0.003,0.0,0.0,64.58,0,0,1,5,0.0,0.0,0,0,20.155
105746.868687,79,0.437,0.048,0.356,0.001,0.013,0.553,0.004,240.86,0.0,67.85,1,0,1,5,9.17,9.66,0,0,17.309
105746.89795,80,0.432,0.012,0.001,0.079,0.007,0.658,0.003,0.0,51.69,64.17,0,1,1,5,0.0,0.0,0,0,13.789
105746.933411,81,0.548,0.011,0.001,0.089,0.01,3.24,0.009,0.0,65.5,82.31,0,1,1,5,5.35,5.35,0,0,24.506
105746.968791,82,0.313,0.014,0.001,0.011,0.037,0.503,0.005,0.0,0.0,95.78,0,0,1,5,4.73,4.73,0,0,17.298
105747.004923,83,0.418,0.011,0.001,0.004,0.029,3.277,0.004,0.0,0.0,108.7,0,0,1,5,0.21,0.21,0,0,18.207
105747.048481,84,0.269,0.007,0.001,0.062,0.002,0.427,0.007,0.0,44.72,44.72,0,1,0,4,5.71,5.71,0,1,13.621
105747.073203,85,0.458,0.014,0.001,0.015,0.078,1.202,0.002,0.0,0.0,69.44,0,0,1,4,0.33,0.33,0,0,16.856
105747.113604,86,0.456,0.055,0.325,0.001,0.016,3.844,0.006,258.25,0.0,63.52,1,0,1,5,6.05,6.05,1,0,19.456
105747.143676,87,0.569,0.011,0.001,0.093,0.009,0.58,0.004,0.0,30.5,30.41,0,1,1,5,0.0,0.0,0,0,20.442
105747.181021,88,0.595,0.015,0.001,0.141,0.003,0.41,0.007,0.0,38.28,38.28,0,1,0,5,4.24,4.24,0,0,17.821
105747.211577,89,0.42,0.014,0.001,0.008,0.037,1.094,0.005,0.0,0.0,68.83,0,0,1,5,0.31,0.31,0,0,19.997
105747.231743,90,0.469,0.114,0.005,0.148,0.045,0.342,0.008,0.0,52.37,81.67,0,1,1,5,0.45,0.45,0,0,18.603
105747.284403,91,0.42,0.005,0.001,0.027,0.01,0.919,0.007,0.0,73.84,128.09,0,1,1,5,0.1,0.1,0,0,13.094
105747.308308,92,0.541,0.011,0.001,0.069,0.017,1.703,0.004,0.0,79.15,148.28,0,1,1,5,0.07,0.07,0,0,20.229
105747.343728,93,0.437,0.008,0.001,0.053,0.016,2.808,0.005,0.0,63.01,173.39,0,1,1,5,0.1,0.1,0,0,20.055
105747.363913,94,0.464,0.007,0.001,0.066,0.018,0.237,0.005,0.0,57.08,188.35,0,1,1,5,0.13,0.13,0,0,17.772
105747.408166,95,0.411,0.021,0.001,0.001,0.032,0.451,0.005,355.63,0.0,232.6,1,0,1,5,0.1,0.1,0,0,14.71
105747.448719,96,0.511,0.007,0.001,0.049,0.003,0.099,0.003,0.0,91.04,91.04,0,1,0,1,0.0,0.0,0,0,12.701
105747.470582,97,0.277,0.012,0.001,0.067,0.002,0.141,0.003,0.0,62.88,62.88,0,1,0,1,0.0,0.0,0,0,15.174
105747.517544,98,0.555,0.011,0.001,0.007,0.014,0.609,0.003,0.0,0.0,55.16,0,0,1,1,0.0,0.0,0,0,20.005
105747.548505,99,0.528,0.037,0.001,0.094,0.003,0.233,0.004,0.0,34.41,34.41,0,1,0,1,0.0,0.0,0,0,19.774
105747.577525,100,0.424,0.009,0.001,0.057,0.002,0.462,0.004,0.0,29.9,29.9,0,1,0,1,0.0,0.0,0,0,16.383
105747.594001,101,0.436,0.005,0.0,0.028,0.001,4.175,0.006,0.0,24.99,24.99,0,1,0,1,0.0,0.0,0,0,21.398
105747.615486,102,0.272,0.01,0.0,0.05,0.002,0.378,0.004,0.0,24.68,24.68,0,1,0,1,0.0,0.0,0,0,16.52
105747.643844,103,0.363,0.006,0.0,0.03,0.002,1.261,0.008,0.0,28.67,28.67,0,1,0,1,0.0,0.0,0,0,15.221
105747.709177,104,0.427,0.009,0.001,0.006,0.021,0.283,0.005,0.0,0.0,10.12,0,0,1,2,7.33,7.33,0,0,14.049
105747.723407,105,0.432,0.011,0.0,0.007,0.021,2.314,0.003,0.0,0.0,24.35,0,0,1,2,5.22,5.22,0,0,23.461
105747.746979,106,0.5,0.015,0.001,0.087,0.013,0.137,0.007,0.0,45.9,47.07,0,1,1,2,7.95,7.95,0,0,18.556
105747.776104,107,0.507,0.012,0.0,0.066,0.012,0.107,0.003,0.0,30.81,54.09,0,1,1,2,2.89,2.89,0,0,14.381
105747.801436,108,0.876,0.016,0.001,0.086,0.009,0.22,0.004,0.0,25.65,64.17,0,1,1,2,1.77,1.77,0,0,16.574
105747.838487,109,0.734,0.009,0.001,0.046,0.007,0.1,0.004,0.0,47.02,93.38,0,1,1,2,0.9,0.9,0,0,21.248
105747.859871,110,0.417,0.016,0.0,0.084,0.013,0.098,0.002,0.0,23.78,92.46,0,1,1,2,1.69,1.69,0,0,18.641
105747.890332,111,0.386,0.008,0.001,0.048,0.007,0.119,0.005,0.0,31.22,111.4,0,1,1,2,0.93,0.93,0,0,15.039
105747.905527,112,0.762,0.01,0.001,0.005,0.02,3.859,0.004,0.0,0.0,126.6,0,0,1,2,1.2,1.2,0,0,20.982
105747.926613,113,0.524,0.068,0.459,0.001,0.01,0.897,0.004,302.2,0.0,33.75,1,0,1,2,0.0,0.0,1,1,22.314
105747.960416,114,0.388,0.01,0.001,0.065,0.012,0.333,0.003,0.0,36.2,35.0,0,1,1,2,0.0,0.0,0,0,16.483
105747.995209,115,0.438,0.008,0.001,0.072,0.003,0.262,0.003,0.0,35.73,35.73,0,1,0,2,0.0,0.0,0,0,16.026
105748.03472,116,0.383,0.01,0.001,0.006,0.021,0.143,0.002,0.0,0.0,47.11,0,0,1,2,0.0,0.0,0,0,16.862
105748.075085,117,0.547,0.007,0.001,0.002,0.011,0.683,0.007,0.0,0.0,40.76,0,0,1,2,0.0,0.0,0,0,14.709
105748.099186,118,0.509,0.007,0.001,0.048,0.002,1.03,0.005,0.0,24.99,24.99,0,1,0,2,0.0,0.0,0,0,18.798
105748.127338,119,0.373,0.009,0.001,0.057,0.002,0.172,0.005,0.0,28.4,28.4,0,1,0,2,0.0,0.0,0,0,17.469
105748.169419,120,0.363,0.011,0.001,0.07,0.013,1.75,0.003,0.0,42.77,19.59,0,1,1,4,2.91,2.91,0,0,17.302
105748.196389,121,0.635,0.024,0.003,0.008,0.031,3.477,0.007,0.0,0.0,46.56,0,0,1,4,1.35,1.35,0,0,18.655
105748.238908,122,0.438,0.008,0.0,0.054,0.005,1.372,0.004,0.0,43.16,52.82,0,1,1,4,0.0,0.0,0,0,16.15
105748.255165,123,0.433,0.008,0.001,0.048,0.005,1.815,0.006,0.0,16.71,37.05,0,1,1,4,0.0,0.0,0,0,16.707
105748.29345,124,0.274,0.01,0.001,0.072,0.009,0.482,0.005,0.0,39.29,63.55,0,1,1,4,0.0,0.0,0,0,14.273
105748.328981,125,0.357,0.014,0.001,0.099,0.012,0.835,0.005,0.0,36.39,70.26,0,1,1,4,0.0,0.0,0,0,17.097
105748.366476,126,0.274,0.012,0.001,0.072,0.006,1.362,0.003,0.0,37.84,80.72,0,1,1,4,0.0,0.0,0,0,15.57
105748.407167,127,0.349,0.005,0.0,0.041,0.002,0.834,0.003,0.0,41.06,41.06,0,1,0,3,0.0,0.0,0,1,16.872
105748.424116,128,0.364,0.035,0.005,0.018,0.046,1.929,0.002,0.0,0.0,58.01,0,0,1,3,0.0,0.0,0,0,16.196
105748.461099,129,0.371,0.029,0.316,0.001,0.015,2.806,0.01,346.79,0.0,34.23,1,0,1,5,0.0,0.0,2,0,19.13
105748.50143,130,0.349,0.012,0.001,0.075,0.014,0.806,0.003,0.0,48.48,47.14,0,1,1,5,0.0,0.0,0,0,16.535
105748.52771,131,0.336,0.02,0.001,0.009,0.052,1.478,0.003,0.0,0.0,73.42,0,0,1,5,0.0,0.0,0,0,18.095
105748.578661,132,0.37,0.009,0.001,0.071,0.006,0.826,0.004,0.0,51.52,73.03,0,1,1,5,0.0,0.0,0,0,7.795
105748.586524,133,0.438,0.011,0.001,0.007,0.039,1.52,0.003,0.0,0.0,80.89,0,0,1,5,0.0,0.0,0,0,16.001
105748.629163,134,0.471,0.008,0.002,0.1,0.011,3.116,0.006,0.0,61.51,91.11,0,1,1,5,0.0,0.0,0,0,19.629
105748.683815,135,0.784,0.007,0.0,0.061,0.002,0.357,0.004,0.0,58.29,58.29,0,1,0,4,0.0,0.0,0,1,21.525
105748.70551,136,0.779,0.013,0.001,0.003,0.039,1.023,0.005,0.0,0.0,79.99,0,0,1,4,0.0,0.0,0,0,20.984
105748.726583,137,0.527,0.022,0.001,0.131,0.022,0.739,0.006,0.0,44.37,72.71,0,1,1,4,0.0,0.0,0,0,26.026
105748.752689,138,0.455,0.007,0.001,0.053,0.008,0.684,0.004,0.0,52.22,89.69,0,1,1,4,0.0,0.0,0,0,22.265
105748.775015,139,0.33,0.013,0.001,0.007,0.029,8.448,0.004,0.0,0.0,112.02,0,0,1,4,0.0,0.0,0,0,23.94
105748.799051,140,0.397,0.021,0.001,0.103,0.016,0.322,0.005,0.0,47.37,110.45,0,1,1,4,0.0,0.0,0,0,19.092
105748.831407,141,0.594,0.008,0.001,0.005,0.03,3.152,0.003,0.0,0.0,134.33,0,0,1,4,0.0,0.0,0,0,24.715
105748.856295,142,0.496,0.009,0.001,0.055,0.008,1.333,0.005,0.0,64.91,147.84,0,1,1,4,0.0,0.0,0,0,16.136
105748.886258,143,0.619,0.048,0.738,0.001,0.007,0.149,0.004,313.34,0.0,32.08,1,0,1,3,5.07,11.49,0,1,19.456
105748.919685,144,0.353,0.01,0.001,0.066,0.008,0.478,0.004,0.0,66.47,55.69,0,1,1,3,0.25,0.25,0,0,20.566
105748.940452,145,0.776,0.017,0.002,0.129,0.012,1.003,0.004,0.0,58.26,57.13,0,1,1,3,0.35,0.35,0,0,24.877
105748.965446,146,0.462,0.017,0.001,0.008,0.029,0.899,0.003,0.0,0.0,82.13,0,0,1,3,9.49,9.49,0,0,27.045
105748.992587,147,0.416,0.013,0.001,0.094,0.01,0.557,0.003,0.0,56.06,73.05,0,1,1,3,8.61,8.62,0,0,21.818
105749.014492,148,0.525,0.009,0.001,0.078,0.009,0.4,0.003,0.0,55.47,79.95,0,1,1,3,0.09,0.09,0,0,17.745
105749.045957,149,0.884,0.011,0.001,0.005,0.022,3.886,0.003,0.0,0.0,111.42,0,0,1,3,0.58,0.58,0,0,20.327
105749.081697,150,0.565,0.007,0.0,0.019,0.008,1.459,0.003,0.0,38.58,122.67,0,1,1,2,0.26,0.26,0,1,22.224
105749.104002,151,0.537,0.007,0.001,0.005,0.02,2.543,0.005,0.0,0.0,144.98,0,0,1,2,0.38,0.38,0,0,17.736
105749.132412,152,0.317,0.008,0.001,0.021,0.012,0.378,0.004,0.0,30.08,173.39,0,1,1,2,0.18,0.18,0,0,12.957
105749.157184,153,1.368,0.011,0.001,0.028,0.018,0.106,0.004,0.0,26.49,198.16,0,1,1,2,0.2,0.2,0,0,21.431
105749.190909,154,0.321,0.036,0.197,0.001,0.004,0.25,0.008,348.55,0.0,46.38,1,0,1,5,23.61,23.72,3,0,12.904
105749.212657,155,0.836,0.023,0.001,0.008,0.049,2.626,0.004,0.0,0.0,11.99,0,0,1,4,0.4,0.4,0,0,16.796
105749.250487,156,0.615,0.011,0.001,0.006,0.037,0.349,0.005,0.0,0.0,49.82,0,0,1,4,0.44,0.44,0,0,15.728
105749.296848,157,0.362,0.008,0.0,0.072,0.007,0.464,0.006,0.0,48.47,60.4,0,1,1,4,0.29,0.29,0,0,18.404
105749.326124,158,0.712,0.023,0.001,0.011,0.051,1.962,0.006,0.0,0.0,89.68,0,0,1,4,0.1,0.1,0,0,19.801
105749.346137,159,0.603,0.009,0.001,0.065,0.007,2.874,0.005,0.0,49.64,73.6,0,1,1,4,0.19,0.19,0,0,19.234
105749.365519,160,0.482,0.011,0.001,0.06,0.006,1.884,0.004,0.0,49.21,78.12,0,1,1,4,0.18,0.18,0,0,22.543
105749.388168,161,0.446,0.013,0.001,0.107,0.011,0.446,0.004,0.0,47.88,82.79,0,1,1,4,0.22,0.22,0,0,16.523
105749.415679,162,0.449,0.013,0.001,0.005,0.027,0.832,0.004,0.0,0.0,110.3,0,0,1,4,0.1,0.1,0,0,15.62
105749.468455,163,0.385,0.014,0.001,0.089,0.003,0.898,0.007,0.0,62.72,62.72,0,1,0,3,0.0,0.0,0,0,17.367
105749.485969,164,0.53,0.008,0.001,0.053,0.002,5.066,0.006,0.0,20.56,20.56,0,1,0,3,0.0,0.0,0,0,20.965
105749.535242,165,0.431,0.065,0.431,0.001,0.007,0.302,0.009,363.71,0.0,12.73,1,0,1,4,0.0,0.0,1,0,23.033
105749.573277,166,0.826,0.012,0.001,0.088,0.009,0.565,0.004,0.0,39.25,35.14,0,1,1,4,0.0,0.0,0,0,19.971
105749.606388,167,0.424,0.011,0.001,0.071,0.002,3.22,0.005,0.0,34.67,34.67,0,1,0,4,0.0,0.0,0,0,20.046
105749.626549,168,0.528,0.009,0.001,0.004,0.018,3.148,0.004,0.0,0.0,54.83,0,0,1,4,0.0,0.0,0,0,18.975
105749.645625,169,0.473,0.005,0.001,0.068,0.004,0.558,0.004,0.0,40.65,40.65,0,1,0,4,0.0,0.0,0,0,15.893
105749.661613,170,0.494,0.008,0.001,0.074,0.003,0.93,0.004,0.0,38.93,38.93,0,1,0,4,0.0,0.0,0,0,17.681
105749.705065,171,0.379,0.005,0.0,0.056,0.002,0.47,0.003,0.0,46.46,46.46,0,1,0,4,0.0,0.0,0,0,13.386
105749.728284,172,0.494,0.01,0.0,0.057,0.008,0.5,0.003,0.0,25.55,58.65,0,1,1,4,0.0,0.0,0,0,16.58
105749.770612,173,0.78,0.008,0.001,0.058,0.014,0.796,0.002,0.0,43.12,94.79,0,1,1,4,0.0,0.0,0,0,15.196
105749.808379,174,0.463,0.005,0.001,0.029,0.008,1.341,0.003,0.0,47.95,124.32,0,1,1,4,0.0,0.0,0,0,14.445
105749.832568,175,0.403,0.046,0.451,0.001,0.01,1.044,0.003,314.81,0.0,61.53,1,0,1,4,3.6,3.83,0,0,19.494
105749.876402,176,0.401,0.013,0.002,0.074,0.016,2.734,0.007,0.0,52.24,81.63,0,1,1,4,0.58,0.58,0,0,21.703
105749.898324,177,0.57,0.005,0.001,0.003,0.02,0.396,0.003,0.0,0.0,103.55,0,0,1,4,0.78,0.78,0,0,15.268
105749.91372,178,0.568,0.006,0.001,0.036,0.009,0.326,0.012,0.0,41.96,57.69,0,1,1,3,0.67,0.67,0,1,14.17
105749.962006,179,0.688,0.01,0.001,0.05,0.009,0.271,0.003,0.0,52.0,93.23,0,1,1,3,0.13,0.13,0,0,17.415
105750.001823,180,0.564,0.01,0.001,0.003,0.012,0.173,0.004,0.0,0.0,119.09,0,0,1,3,0.1,0.1,0,0,16.002
105750.041365,181,0.311,0.007,0.0,0.041,0.008,0.784,0.002,0.0,40.29,142.23,0,1,1,3,0.16,0.16,0,0,15.947
105750.057364,182,0.313,0.011,0.0,0.028,0.009,1.552,0.004,0.0,28.7,56.29,0,1,1,1,0.0,0.0,0,2,21.565
105750.118797,183,0.343,0.015,0.001,0.007,0.035,0.233,0.025,0.0,0.0,51.16,0,0,1,3,0.0,0.0,0,0,13.95
105750.148245,184,0.393,0.011,0.0,0.056,0.006,0.55,0.006,0.0,29.88,68.98,0,1,1,3,0.0,0.0,0,0,24.952
105750.17334,185,0.741,0.007,0.001,0.003,0.017,1.696,0.006,0.0,0.0,94.07,0,0,1,3,0.0,0.0,0,0,16.077
105750.189485,186,0.349,0.005,0.0,0.054,0.007,1.071,0.004,0.0,17.1,74.2,0,1,1,3,0.0,0.0,0,0,17.748
105750.226751,187,0.402,0.013,0.001,0.098,0.009,0.275,0.003,0.0,37.74,100.38,0,1,1,3,0.0,0.0,0,0,17.633
105750.264878,188,0.27,0.011,0.001,0.068,0.003,0.644,0.003,0.0,38.68,38.68,0,1,0,2,0.0,0.0,0,1,17.7
105750.317596,189,0.331,0.006,0.001,0.047,0.002,3.596,0.005,0.0,53.66,53.66,0,1,0,2,0.0,0.0,0,0,16.244
105750.333964,190,0.498,0.009,0.001,0.06,0.003,0.309,0.004,0.0,19.01,19.01,0,1,0,2,0.0,0.0,0,0,16.184
105750.350225,191,0.343,0.006,0.001,0.047,0.002,0.204,0.003,0.0,23.32,23.32,0,1,0,2,0.0,0.0,0,0,18.142
