timestamp,frame_id,capture_wait_ms,slow_poll_ms,match_ms,fast_poll_ms,predict_ms,blur_ms,send_ms,detect_age_ms,fast_age_ms,mask_age_avg_ms,slow_updated,fast_updated,predicted,mask_count,jitter_center_px,jitter_corners_px,masks_created,masks_killed,loop_ms
105750.402901,192,0.304,0.007,0.0,0.043,0.002,0.755,0.003,0.0,53.64,53.64,0,1,0,2,0.0,0.0,0,0,13.506
105750.416471,193,0.269,0.005,0.001,0.005,0.012,0.711,0.007,0.0,0.0,67.21,0,0,1,2,0.0,0.0,0,0,14.623
105750.471537,194,0.333,0.006,0.001,0.004,0.014,0.702,0.003,0.0,0.0,55.23,0,0,1,2,0.0,0.0,0,0,15.6
105750.498547,195,0.425,0.046,0.414,0.002,0.004,4.388,0.003,453.34,0.0,3.15,1,0,0,6,0.0,0.0,4,0,17.286
105750.548174,196,0.474,0.008,0.001,0.005,0.027,2.111,0.005,0.0,0.0,52.3,0,0,1,6,0.0,0.0,0,0,20.19
105750.56853,197,0.676,0.011,0.0,0.006,0.031,0.196,0.007,0.0,0.0,72.65,0,0,1,6,0.0,0.0,0,0,17.733
105750.61081,199,0.413,0.007,0.001,0.062,0.002,0.618,0.002,0.0,46.95,46.95,0,1,0,6,0.0,0.0,0,0,6.84
105750.617708,200,0.36,0.011,0.001,0.079,0.011,0.785,0.005,0.0,12.44,26.24,0,1,1,6,0.0,0.0,0,0,17.946
105750.667657,201,0.358,0.014,0.001,0.113,0.014,3.218,0.008,0.0,54.84,71.16,0,1,1,6,0.0,0.0,0,0,19.297
105750.701146,202,0.667,0.011,0.001,0.086,0.011,0.347,0.005,0.0,44.45,75.39,0,1,1,6,0.0,0.0,0,0,14.628
105750.725531,203,0.635,0.011,0.001,0.006,0.036,1.411,0.003,0.0,0.0,99.78,0,0,1,6,0.0,0.0,0,0,16.644
105750.772017,204,0.563,0.007,0.001,0.08,0.012,0.7,0.003,0.0,73.08,118.11,0,1,1,6,0.0,0.0,0,0,15.659
105750.798697,205,0.446,0.01,0.001,0.103,0.012,1.939,0.002,0.0,74.44,127.91,0,1,1,6,0.0,0.0,0,0,18.002
105750.829242,206,0.82,0.074,0.42,0.001,0.009,0.404,0.005,370.24,0.0,31.73,1,0,1,8,4.74,5.7,2,0,14.753
105750.872157,207,0.524,0.008,0.0,0.087,0.015,0.296,0.004,0.0,74.51,61.46,0,1,1,8,3.65,3.65,0,0,14.177
105750.896478,208,0.442,0.036,0.002,0.01,0.069,1.142,0.004,0.0,0.0,85.78,0,0,1,8,0.15,0.15,0,0,16.365
105750.938351,209,0.58,0.008,0.001,0.089,0.01,0.842,0.003,0.0,42.87,62.17,0,1,1,8,3.72,3.72,0,0,15.812
105750.954244,210,0.412,0.013,0.001,0.01,0.05,1.687,0.007,0.0,0.0,78.07,0,0,1,8,3.11,3.11,0,0,15.946
105750.984788,211,0.473,0.015,0.001,0.119,0.014,0.936,0.003,0.0,49.49,78.75,0,1,1,8,3.42,3.42,0,0,17.751
105751.024221,212,0.678,0.01,0.001,0.093,0.011,2.514,0.003,0.0,71.22,104.91,0,1,1,8,3.47,3.47,0,0,17.938
105751.052067,213,0.49,0.008,0.001,0.102,0.011,2.968,0.004,0.0,67.83,109.32,0,1,1,8,3.63,3.63,0,0,16.933
105751.094031,214,0.454,0.013,0.001,0.096,0.005,2.976,0.003,0.0,79.78,79.78,0,1,0,6,4.98,4.98,0,2,17.957
105751.124827,215,0.503,0.008,0.001,0.055,0.018,3.355,0.002,0.0,81.56,100.91,0,1,1,6,0.03,0.03,0,0,18.093
105751.166236,216,0.787,0.01,0.001,0.058,0.014,1.59,0.004,0.0,72.74,125.57,0,1,1,6,0.09,0.09,0,0,18.781
105751.185099,217,0.383,0.121,4.375,0.004,0.014,0.918,0.004,400.65,0.0,42.71,1,0,1,8,9.51,10.1,2,0,20.226
105751.225788,218,0.416,0.012,0.001,0.084,0.022,1.939,0.004,0.0,41.13,77.69,0,1,1,8,0.57,0.57,0,0,18.275
105751.253471,219,0.457,0.007,0.001,0.005,0.039,4.455,0.003,0.0,0.0,105.38,0,0,1,8,0.46,0.46,0,0,23.088
105751.295069,220,0.54,0.009,0.001,0.007,0.029,0.77,0.004,0.0,0.0,79.94,0,0,1,6,0.44,0.44,0,0,18.325
105751.325031,221,0.443,0.005,0.001,0.046,0.007,2.584,0.004,0.0,72.44,91.06,0,1,1,6,0.17,0.17,0,0,19.318
105751.35432,222,0.405,0.009,0.001,0.1,0.012,0.881,0.005,0.0,67.48,97.51,0,1,1,6,0.15,0.15,0,0,18.556
105751.395258,223,0.455,0.017,0.001,0.126,0.022,1.905,0.006,0.0,72.74,114.66,0,1,1,6,0.18,0.18,0,0,17.892
105751.425436,224,0.512,0.011,0.0,0.112,0.012,0.735,0.004,0.0,79.18,129.02,0,1,1,6,0.18,0.18,0,0,16.601
105751.454424,225,0.467,0.009,0.001,0.098,0.003,3.263,0.004,0.0,69.57,69.57,0,1,0,4,0.0,0.0,0,2,21.163
105751.503463,226,0.371,0.004,0.001,0.052,0.01,0.988,0.002,0.0,80.81,99.71,0,1,1,4,0.0,0.0,0,0,14.152
105751.517661,227,0.266,0.012,0.001,0.004,0.025,0.893,0.004,0.0,0.0,113.91,0,0,1,4,0.0,0.0,0,0,16.228
105751.577235,228,0.591,0.058,0.21,0.001,0.002,0.767,0.003,404.19,0.0,0.0,1,0,0,6,4.3,7.02,2,0,15.017
105751.605206,229,0.42,0.006,0.0,0.003,0.019,0.498,0.003,0.0,0.0,46.5,0,0,1,6,7.84,7.84,0,0,14.57
105751.619864,230,0.411,0.007,0.001,0.06,0.014,0.256,0.006,0.0,52.73,44.45,0,1,1,6,7.19,7.19,0,0,17.935
105751.687838,231,0.305,0.011,0.001,0.079,0.011,0.416,0.008,0.0,68.86,82.0,0,1,1,6,7.0,7.0,0,0,12.579
105751.726621,232,0.433,0.014,0.001,0.008,0.064,0.242,0.005,0.0,0.0,120.78,0,0,1,6,0.04,0.04,0,0,17.137
105751.743856,233,0.464,0.018,0.001,0.123,0.016,0.684,0.005,0.0,68.19,100.23,0,1,1,6,7.7,7.7,0,0,23.583
105751.76762,234,0.593,0.01,0.001,0.005,0.035,1.264,0.002,0.0,0.0,123.99,0,0,1,6,7.56,7.56,0,0,17.141
105751.784836,235,0.283,0.01,0.001,0.088,0.011,2.23,0.006,0.0,59.24,107.92,0,1,1,6,7.57,7.57,0,0,16.223
105751.837204,236,0.431,0.006,0.0,0.004,0.021,3.769,0.005,0.0,0.0,135.3,0,0,1,6,7.09,7.09,0,0,17.385
105751.854702,237,0.53,0.009,0.001,0.062,0.011,0.957,0.003,0.0,72.26,81.95,0,1,1,4,0.74,0.74,0,2,16.713
105751.892711,238,0.401,0.006,0.001,0.064,0.009,0.863,0.004,0.0,57.98,93.81,0,1,1,4,0.12,0.12,0,0,16.54
105751.9404,239,0.751,0.045,0.209,0.0,0.006,0.242,0.004,385.59,0.0,34.83,1,0,1,6,7.37,7.59,2,0,14.681
105751.965122,240,0.469,0.022,0.001,0.016,0.062,0.614,0.005,0.0,0.0,85.68,0,0,1,6,0.69,0.69,0,0,20.4
105752.009832,241,0.336,0.014,0.001,0.142,0.024,0.694,0.007,0.0,53.62,90.21,0,1,1,6,0.12,0.12,0,0,14.769
105752.035812,242,0.278,0.01,0.0,0.004,0.03,1.669,0.002,0.0,0.0,116.18,0,0,1,6,0.09,0.09,0,0,14.935
105752.061955,243,0.501,0.009,0.001,0.072,0.007,1.761,0.007,0.0,53.85,69.5,0,1,1,5,0.0,0.0,0,1,21.711
105752.09486,244,0.308,0.01,0.001,0.005,0.033,1.627,0.004,0.0,0.0,82.13,0,0,1,5,0.0,0.0,0,0,16.487
105752.124041,245,0.407,0.012,0.001,0.075,0.007,0.266,0.003,0.0,63.11,89.33,0,1,1,5,0.0,0.0,0,0,16.439
105752.152094,246,0.511,0.013,0.001,0.137,0.01,0.336,0.003,0.0,58.38,91.15,0,1,1,5,0.0,0.0,0,0,16.153
105752.202513,247,0.486,0.021,0.001,0.006,0.026,1.844,0.003,0.0,0.0,79.57,0,0,1,4,0.0,0.0,0,0,14.339
105752.227672,248,0.331,0.006,0.001,0.037,0.007,0.484,0.003,0.0,75.94,90.34,0,1,1,4,0.0,0.0,0,0,16.732
105752.258585,249,0.88,0.007,0.001,0.04,0.008,1.899,0.002,0.0,58.26,96.95,0,1,1,4,0.0,0.0,0,0,20.44
105752.297547,250,0.531,0.012,0.001,0.007,0.037,1.091,0.004,0.0,0.0,126.09,0,0,1,4,0.0,0.0,0,0,16.738
105752.345424,251,0.512,0.007,0.001,0.005,0.021,1.684,0.004,0.0,0.0,154.96,0,0,1,4,0.0,0.0,0,0,15.621
105752.374758,252,0.641,0.052,0.518,0.001,0.008,5.469,0.006,506.13,0.0,9.75,1,0,1,8,2.57,3.75,4,0,23.825
105752.409822,253,0.272,0.008,0.001,0.052,0.016,1.022,0.003,0.0,65.97,31.79,0,1,1,8,1.12,1.68,0,0,15.208
105752.425113,254,0.449,0.011,0.001,0.077,0.021,0.349,0.004,0.0,56.24,40.82,0,1,1,8,0.0,0.0,0,0,17.918
105752.452771,255,0.483,0.01,0.001,0.097,0.01,0.702,0.005,0.0,53.42,55.9,0,1,1,8,0.0,0.0,0,0,13.463
105752.512517,256,0.397,0.005,0.001,0.002,0.022,2.108,0.005,0.0,0.0,100.85,0,0,1,8,0.0,0.0,0,0,16.079
105752.528702,257,0.377,0.016,0.001,0.166,0.043,0.668,0.003,0.0,77.53,100.99,0,1,1,8,0.0,0.0,0,0,15.706
105752.5652,258,0.307,0.017,0.001,0.006,0.135,2.211,0.006,0.0,0.0,137.49,0,0,1,8,0.0,0.0,0,0,21.691
105752.618804,259,0.474,0.011,0.002,0.006,0.091,2.367,0.004,0.0,0.0,160.83,0,0,1,8,0.0,0.0,0,0,12.644
105752.631514,260,0.345,0.012,0.001,0.097,0.018,1.612,0.003,0.0,67.0,147.13,0,1,1,8,0.0,0.0,0,0,18.058
105752.660621,261,0.465,0.012,0.001,0.108,0.014,0.951,0.003,0.0,50.89,114.44,0,1,1,6,0.0,0.0,0,2,19.774
105752.700102,262,0.454,0.054,0.264,0.001,0.006,0.323,0.004,346.94,0.0,25.82,1,0,1,7,8.37,8.8,2,1,19.964
105752.731704,263,0.444,0.021,0.001,0.009,0.043,0.78,0.004,0.0,0.0,66.05,0,0,1,7,7.13,7.13,0,0,15.265
105752.776115,264,0.373,0.018,0.001,0.008,0.046,0.5,0.003,0.0,0.0,71.04,0,0,1,7,6.22,6.22,0,0,17.381
105752.793599,265,0.413,0.011,0.001,0.121,0.016,1.711,0.009,0.0,62.67,65.12,0,1,1,7,6.25,6.25,0,0,18.399
105752.838165,266,0.619,0.009,0.001,0.004,0.033,0.693,0.004,0.0,0.0,72.67,0,0,1,7,0.46,0.46,0,0,12.568
105752.860879,267,0.52,0.017,0.002,0.131,0.008,0.879,0.006,0.0,68.12,79.4,0,1,1,7,6.18,6.18,0,0,20.206
105752.90545,268,0.383,0.008,0.001,0.088,0.006,1.609,0.004,0.0,69.63,87.07,0,1,1,7,6.67,6.67,0,0,15.289
105752.920806,269,0.336,0.028,0.001,0.112,0.008,1.916,0.003,0.0,61.42,82.23,0,1,1,7,0.02,0.02,0,0,19.165
105752.950733,270,0.307,0.005,0.0,0.002,0.018,0.413,0.006,0.0,0.0,112.15,0,0,1,7,0.3,0.3,0,0,14.239
105753.006593,271,0.483,0.008,0.001,0.115,0.003,0.775,0.003,0.0,56.67,56.67,0,1,0,6,7.0,7.0,0,0,16.541
105753.034899,272,0.917,0.018,0.001,0.01,0.047,0.212,0.003,0.0,0.0,44.03,0,0,1,7,1.07,1.07,0,0,14.126
105753.059825,273,0.49,0.012,0.001,0.084,0.03,0.597,0.003,0.0,56.47,74.01,0,1,1,7,0.4,0.4,0,0,20.297
105753.102394,274,0.688,0.005,0.0,0.04,0.009,1.285,0.003,0.0,69.99,106.97,0,1,1,7,0.37,0.37,0,0,16.984
105753.119429,275,0.252,0.008,0.001,0.005,0.031,0.353,0.006,0.0,0.0,124.0,0,0,1,7,0.53,0.53,0,0,13.511
105753.171444,276,0.585,0.008,0.001,0.072,0.015,2.007,0.002,0.0,52.55,138.95,0,1,1,7,0.23,0.23,0,0,18.526
105753.190014,277,0.29,0.005,0.001,0.003,0.025,5.808,0.003,0.0,0.0,157.52,0,0,1,7,0.28,0.28,0,0,17.358
105753.260364,278,0.534,0.008,0.001,0.061,0.007,2.448,0.002,0.0,71.04,113.11,0,1,1,4,0.13,0.13,0,0,21.876
105753.282303,279,0.343,0.055,0.253,0.001,0.004,1.19,0.005,290.83,0.0,13.63,1,0,1,7,9.42,9.51,4,1,18.303
105753.300744,280,0.521,0.007,0.001,0.069,0.014,0.282,0.003,0.0,50.35,32.11,0,1,1,7,2.12,2.16,0,0,14.923
105753.315751,281,0.335,0.013,0.001,0.076,0.012,1.902,0.003,0.0,53.33,41.97,0,1,1,7,0.0,0.0,0,0,19.914
105753.345447,282,0.264,0.01,0.001,0.089,0.011,1.499,0.003,0.0,53.94,62.25,0,1,1,7,0.21,0.21,0,0,16.852
105753.386085,283,0.312,0.014,0.001,0.008,0.05,1.366,0.004,0.0,0.0,102.89,0,0,1,7,0.08,0.08,0,0,18.818
105753.43753,284,0.483,0.007,0.0,0.055,0.007,0.828,0.002,0.0,52.56,87.57,0,1,1,7,0.08,0.08,0,0,15.669
105753.453264,285,0.339,0.005,0.0,0.003,0.022,1.262,0.005,0.0,0.0,103.31,0,0,1,7,0.1,0.1,0,0,14.504
105753.514015,286,0.505,0.016,0.001,0.1,0.004,0.251,0.006,0.0,64.09,64.09,0,1,0,5,0.0,0.0,0,2,17.533
105753.542756,287,0.387,0.007,0.001,0.004,0.033,0.684,0.003,0.0,0.0,92.83,0,0,1,5,0.0,0.0,0,0,14.682
105753.55749,288,0.362,0.009,0.001,0.005,0.026,3.647,0.003,0.0,0.0,107.56,0,0,1,5,0.0,0.0,0,0,19.154
105753.598692,289,0.383,0.011,0.001,0.007,0.039,0.949,0.006,0.0,0.0,86.65,0,0,1,5,0.0,0.0,0,0,14.755
105753.648323,290,0.474,0.01,0.001,0.006,0.042,7.433,0.005,0.0,0.0,66.17,0,0,1,8,15.17,15.17,0,0,23.964
105753.672445,291,0.836,0.005,0.0,0.059,0.009,0.925,0.004,0.0,74.58,63.74,0,1,1,8,13.85,13.85,0,0,15.047
105753.687597,292,0.658,0.017,0.001,0.132,0.01,0.26,0.004,0.0,42.79,48.66,0,1,1,8,14.25,14.25,0,0,15.861
105753.739901,293,0.605,0.006,0.001,0.112,0.006,0.302,0.005,0.0,55.93,66.69,0,1,1,8,0.29,0.29,0,0,13.74
105753.753728,294,0.423,0.007,0.001,0.003,0.031,1.065,0.003,0.0,0.0,80.52,0,0,1,8,0.24,0.24,0,0,15.249
105753.809301,295,0.435,0.012,0.001,0.007,0.04,0.263,0.004,0.0,0.0,89.16,0,0,1,8,0.26,0.26,0,0,16.696
105753.826161,296,0.684,0.015,0.001,0.217,0.014,2.518,0.005,0.0,76.65,95.61,0,1,1,8,0.29,0.29,0,0,18.854
105753.845119,297,0.405,0.109,0.901,0.001,0.023,0.275,0.01,261.51,0.0,102.62,1,0,1,8,0.33,0.33,0,0,18.234
105753.898582,298,0.521,0.014,0.002,0.171,0.004,0.277,0.004,0.0,91.26,91.26,0,1,0,7,0.0,0.0,0,1,15.11
105753.94814,299,0.503,0.018,0.001,0.174,0.003,0.591,0.004,0.0,103.37,103.37,0,1,0,7,0.0,0.0,0,0,24.627
105753.972892,300,0.504,0.006,0.001,0.004,0.028,1.759,0.002,0.0,0.0,128.12,0,0,1,7,0.0,0.0,0,0,16.193
105753.989159,301,0.427,0.008,0.001,0.08,0.003,1.051,0.005,0.0,43.9,43.9,0,1,0,7,0.0,0.0,0,0,14.069
105754.04205,302,0.354,0.008,0.001,0.056,0.01,0.753,0.003,0.0,54.36,78.61,0,1,1,7,0.0,0.0,0,0,15.361
105754.057473,303,0.439,0.055,0.555,0.001,0.023,0.312,0.006,225.0,0.0,68.25,1,0,1,8,7.48,7.49,1,0,18.777
105754.11101,304,0.504,0.014,0.001,0.097,0.019,1.136,0.006,0.0,76.09,101.15,0,1,1,8,0.76,0.76,0,0,14.833
105754.145872,305,0.474,0.008,0.001,0.058,0.017,0.417,0.007,0.0,91.97,128.89,0,1,1,8,0.47,0.47,0,0,15.364
105754.188573,306,0.444,0.012,0.001,0.096,0.012,4.442,0.009,0.0,81.99,147.16,0,1,1,8,0.22,0.22,0,0,19.399
105754.208071,307,0.61,0.011,0.001,0.005,0.037,0.768,0.004,0.0,0.0,166.66,0,0,1,8,0.25,0.25,0,0,14.583
105754.222729,308,0.389,0.012,0.001,0.114,0.027,1.0,0.007,0.0,78.24,93.3,0,1,1,5,0.31,0.31,0,3,18.722
105754.261569,309,0.515,0.011,0.001,0.089,0.012,3.36,0.003,0.0,55.26,82.68,0,1,1,5,0.19,0.19,0,0,22.703
105754.295192,310,0.386,0.013,0.001,0.004,0.028,0.691,0.004,0.0,0.0,116.3,0,0,1,5,0.23,0.23,0,0,14.864
105754.335108,311,0.511,0.01,0.001,0.007,0.029,0.826,0.002,0.0,0.0,74.26,0,0,1,4,0.0,0.0,0,0,15.133
105754.35031,312,0.41,0.059,0.503,0.001,0.013,0.28,0.005,308.52,0.0,44.73,1,0,1,8,0.0,0.0,4,0,15.139
105754.405318,313,0.602,0.007,0.001,0.048,0.017,0.46,0.003,0.0,56.11,73.59,0,1,1,8,0.0,0.0,0,0,13.371
105754.418781,314,0.496,0.011,0.001,0.006,0.046,0.584,0.003,0.0,0.0,87.05,0,0,1,8,0.0,0.0,0,0,13.775
105754.480473,315,0.485,0.013,0.001,0.1,0.014,5.71,0.004,0.0,65.34,113.71,0,1,1,8,0.0,0.0,0,0,22.283
105754.502856,316,0.524,0.005,0.001,0.003,0.021,0.939,0.006,0.0,0.0,136.09,0,0,1,8,0.0,0.0,0,0,15.656
105754.518613,317,0.532,0.021,0.001,0.118,0.021,0.457,0.004,0.0,43.08,114.1,0,1,1,8,0.0,0.0,0,0,17.254
105754.558431,318,0.43,0.011,0.001,0.011,0.052,4.191,0.006,0.0,0.0,153.92,0,0,1,8,0.0,0.0,0,0,19.696
105754.578233,319,0.484,0.006,0.001,0.081,0.002,0.704,0.003,0.0,64.13,64.13,0,1,0,5,0.0,0.0,0,3,15.535
105754.640143,320,0.593,0.013,0.001,0.082,0.002,1.534,0.004,0.0,91.56,91.56,0,1,0,5,0.0,0.0,0,0,10.282
105754.675329,321,0.708,0.081,0.747,0.003,0.039,3.593,0.005,338.37,0.0,85.34,1,0,1,6,1.09,6.29,1,0,19.97
105754.706006,322,0.616,0.007,0.001,0.004,0.03,0.393,0.003,0.0,0.0,111.95,0,0,1,6,8.64,8.64,0,0,14.768
105754.72092,323,0.562,0.009,0.001,0.111,0.01,1.581,0.005,0.0,49.61,48.94,0,1,1,6,7.78,7.79,0,0,18.1
105754.773971,324,0.653,0.004,0.001,0.003,0.017,1.05,0.008,0.0,0.0,77.64,0,0,1,6,0.49,0.49,0,0,12.887
105754.786969,325,0.348,0.01,0.001,0.084,0.007,0.234,0.003,0.0,79.2,81.11,0,1,1,6,7.83,7.83,0,0,14.782
105754.834036,326,0.336,0.006,0.001,0.064,0.005,0.58,0.003,0.0,47.4,62.45,0,1,1,6,8.36,8.36,0,0,14.226
105754.859935,327,0.515,0.016,0.002,0.016,0.077,2.894,0.003,0.0,0.0,88.35,0,0,1,6,0.39,0.39,0,0,22.19
105754.892407,328,0.318,0.007,0.001,0.005,0.032,0.974,0.003,0.0,0.0,82.28,0,0,1,6,7.28,7.28,0,0,13.917
105754.951766,329,0.522,0.05,0.475,0.002,0.035,0.218,0.004,328.56,0.0,51.44,1,0,1,8,10.21,10.25,3,1,17.19
105754.983262,330,0.437,0.012,0.001,0.005,0.045,1.148,0.004,0.0,0.0,63.66,0,0,1,8,9.72,9.72,0,0,18.209
105755.001541,331,0.377,0.009,0.001,0.085,0.009,0.182,0.004,0.0,52.61,46.51,0,1,1,8,9.94,9.94,0,0,13.445
105755.024787,332,0.718,0.017,0.001,0.01,0.058,0.652,0.004,0.0,0.0,69.76,0,0,1,8,0.38,0.38,0,0,16.323
105755.06253,333,0.711,0.012,0.001,0.006,0.041,0.531,0.004,0.0,0.0,92.29,0,0,1,8,9.61,9.61,0,0,18.815
105755.090734,334,0.423,0.01,0.0,0.079,0.016,1.312,0.005,0.0,67.55,94.02,0,1,1,8,3.51,3.51,0,0,19.495
105755.120528,335,0.551,0.014,0.001,0.004,0.042,2.497,0.005,0.0,0.0,123.82,0,0,1,8,0.2,0.2,0,0,15.951
105755.180087,336,0.636,0.018,0.001,0.009,0.063,2.493,0.004,0.0,0.0,163.96,0,0,1,8,0.15,0.15,0,0,21.282
105755.201456,337,0.356,0.014,0.001,0.117,0.025,0.221,0.003,0.0,82.57,156.89,0,1,1,8,3.57,3.57,0,0,13.141
105755.214662,338,0.384,0.006,0.001,0.003,0.04,0.98,0.006,0.0,0.0,170.1,0,0,1,8,3.53,3.53,0,0,15.253
105755.272715,339,0.802,0.009,0.001,0.004,0.026,0.48,0.005,0.0,0.0,97.07,0,0,1,4,6.92,6.92,0,0,13.987
105755.296027,340,0.621,0.008,0.001,0.068,0.002,0.196,0.003,0.0,84.25,84.25,0,1,0,4,6.89,6.89,0,0,18.089
105755.352066,341,0.569,0.012,0.001,0.106,0.002,0.318,0.008,0.0,64.45,64.45,0,1,0,4,6.77,6.77,0,0,17.897
105755.370198,342,0.619,0.007,0.001,0.003,0.017,1.26,0.004,0.0,0.0,82.58,0,0,1,4,6.57,6.57,0,0,16.003
105755.397967,343,0.491,0.015,0.001,0.006,0.04,0.829,0.003,0.0,0.0,46.29,0,0,1,4,5.57,5.57,0,0,18.384
105755.440559,344,0.277,0.006,0.001,0.004,0.02,0.839,0.004,0.0,0.0,77.36,0,0,1,4,0.34,0.34,0,0,13.601
105755.464385,345,0.506,0.006,0.001,0.086,0.023,2.896,0.005,0.0,75.74,60.04,0,1,1,6,0.05,0.05,0,0,16.842
105755.508229,346,0.44,0.007,0.001,0.004,0.028,0.186,0.003,0.0,0.0,78.75,0,0,1,6,0.09,0.09,0,0,14.91
105755.52326,347,0.485,0.01,0.001,0.092,0.008,1.874,0.003,0.0,67.69,85.0,0,1,1,6,0.08,0.08,0,0,15.915
105755.561823,348,0.49,0.008,0.0,0.005,0.031,2.96,0.005,0.0,0.0,82.36,0,0,1,6,0.06,0.06,0,0,20.322
105755.592751,349,0.525,0.011,0.001,0.007,0.042,0.305,0.006,0.0,0.0,98.68,0,0,1,6,0.05,0.05,0,0,20.166
105755.634669,350,0.501,0.017,0.001,0.105,0.003,1.5,0.002,0.0,73.53,73.53,0,1,0,5,0.0,0.0,0,1,16.029
105755.662477,351,0.341,0.007,0.001,0.043,0.009,0.152,0.003,0.0,71.61,89.45,0,1,1,5,0.0,0.0,0,0,16.435
105755.711126,352,0.505,0.011,0.001,0.074,0.016,1.407,0.006,0.0,49.93,109.96,0,1,1,5,0.0,0.0,0,0,21.105
105755.74418,353,0.413,0.006,0.001,0.003,0.016,1.779,0.006,0.0,0.0,143.02,0,0,1,5,0.0,0.0,0,0,16.126
105755.760406,354,0.388,0.017,0.001,0.096,0.018,0.892,0.002,0.0,52.88,140.71,0,1,1,5,0.0,0.0,0,0,16.728
105755.803063,355,0.627,0.006,0.001,0.043,0.012,0.256,0.007,0.0,60.7,110.98,0,1,1,8,3.47,4.54,0,0,14.758
105755.849756,356,0.5,0.006,0.001,0.042,0.009,0.281,0.005,0.0,94.44,73.93,0,1,1,5,2.79,2.79,0,3,18.205
105755.868059,357,0.534,0.008,0.001,0.082,0.003,0.79,0.005,0.0,77.03,77.03,0,1,0,5,0.0,0.0,0,0,14.712
105755.892128,358,0.497,0.017,0.001,0.007,0.038,0.35,0.004,0.0,0.0,101.1,0,0,1,5,0.12,0.12,0,0,19.345
105755.944275,359,0.28,0.011,0.001,0.199,0.005,1.687,0.005,0.0,52.87,52.87,0,1,0,5,3.14,3.14,0,0,20.358
105755.964876,360,0.761,0.006,0.001,0.005,0.02,0.337,0.003,0.0,0.0,73.47,0,0,1,5,3.19,3.19,0,0,14.199
105755.994142,361,0.505,0.036,1.312,0.002,0.023,0.34,0.004,253.07,0.0,85.61,1,0,1,6,0.17,0.17,1,0,17.342
105756.021577,362,0.537,0.011,0.001,0.085,0.008,0.778,0.003,0.0,57.33,52.34,0,1,1,6,0.0,0.0,0,0,18.243
105756.050274,363,0.379,0.006,0.001,0.065,0.011,0.36,0.003,0.0,63.34,69.7,0,1,1,6,0.14,0.14,0,0,12.162
105756.10394,364,0.389,0.01,0.001,0.087,0.013,1.648,0.006,0.0,55.85,83.8,0,1,1,6,0.06,0.06,0,0,18.077
105756.122123,365,0.302,0.006,0.001,0.003,0.026,1.033,0.005,0.0,0.0,101.98,0,0,1,6,0.07,0.07,0,0,14.752
105756.18341,366,0.342,0.005,0.0,0.048,0.007,1.859,0.009,0.0,61.64,114.14,0,1,1,6,0.05,0.05,0,0,22.12
105756.205709,367,0.59,0.005,0.001,0.002,0.015,0.338,0.003,0.0,0.0,136.44,0,0,1,6,0.09,0.09,0,0,13.041
105756.227664,368,0.5,0.016,0.001,0.153,0.004,1.282,0.006,0.0,53.75,53.75,0,1,0,4,0.0,0.0,0,2,19.247
105756.267524,369,0.825,0.008,0.0,0.062,0.002,0.328,0.003,0.0,71.55,71.55,0,1,0,4,0.0,0.0,0,0,15.833
105756.294176,370,0.653,0.011,0.0,0.083,0.003,0.143,0.003,0.0,74.51,74.51,0,1,0,4,0.0,0.0,0,0,17.35
105756.334708,371,0.658,0.008,0.001,0.005,0.021,0.149,0.003,0.0,0.0,69.6,0,0,1,4,0.0,0.0,0,0,13.596
105756.359154,372,0.351,0.013,0.003,0.015,0.058,1.49,0.002,0.0,0.0,74.75,0,0,1,4,0.0,0.0,0,0,17.366
105756.397045,373,0.553,0.023,0.001,0.001,0.029,0.351,0.005,287.91,0.0,100.63,1,0,1,4,0.0,0.0,0,0,18.487
105756.463294,374,0.327,0.011,0.001,0.006,0.031,1.149,0.004,0.0,0.0,150.9,0,0,1,4,0.0,0.0,0,0,19.515
105756.482906,375,0.532,0.015,0.001,0.007,0.036,2.424,0.005,0.0,0.0,170.51,0,0,1,4,0.0,0.0,0,0,23.812
105756.50684,376,0.599,0.026,0.0,0.083,0.015,0.39,0.004,0.0,52.04,179.83,0,1,1,4,0.0,0.0,0,0,16.363
105756.531899,377,0.402,0.015,0.0,0.008,0.043,0.16,0.005,0.0,0.0,198.44,0,0,1,4,0.0,0.0,0,0,15.637
105756.589564,378,0.602,0.012,0.001,0.005,0.024,0.163,0.005,0.0,0.0,84.49,0,0,1,1,0.0,0.0,0,0,17.21
105756.606904,379,0.731,0.01,0.001,0.028,0.012,0.51,0.007,0.0,25.46,101.83,0,1,1,1,0.0,0.0,0,0,16.819
105756.623907,380,0.605,0.008,0.001,0.02,0.011,0.105,0.003,0.0,19.12,118.84,0,1,1,1,0.0,0.0,0,0,15.89
105756.675151,381,0.483,0.004,0.0,0.002,0.007,0.119,0.003,0.0,0.0,170.08,0,0,1,1,0.0,0.0,0,0,17.132
105756.692401,382,0.716,0.013,0.001,0.024,0.009,1.138,0.006,0.0,25.79,187.33,0,1,1,1,0.0,0.0,0,0,16.395
105756.725541,383,0.3,0.006,0.001,0.014,0.007,0.152,0.004,0.0,38.67,220.47,0,1,1,1,0.0,0.0,0,0,13.742
105756.782165,384,0.289,0.01,0.001,0.005,0.023,0.206,0.003,0.0,0.0,42.76,0,0,1,2,0.0,0.0,0,0,18.76
