timestamp,frame_id,loop_ms,capture_wait_ms,slow_poll_ms,fast_poll_ms,predict_ms,blur_ms,send_ms,detect_age_ms,fast_age_ms,mask_age_avg_ms,slow_updated,fast_updated,predicted,mask_count,jitter_center_px,jitter_corners_px,masks_created,masks_killed
363042.181144,1,5.953,0.008,0.007,0.01,0.006,0.008,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.187235,1,9.417,0.005,0.006,0.012,0.006,0.003,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.196722,1,10.978,0.002,0.002,0.003,0.002,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.207792,1,9.011,0.004,0.003,0.004,0.003,0.006,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.216894,1,9.045,0.003,0.003,0.006,0.003,0.007,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.226008,2,11.637,0.366,0.006,0.005,0.007,0.009,0.019,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.23788,2,8.809,0.011,0.005,0.014,0.008,0.007,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.246788,2,8.747,0.003,0.003,0.005,0.003,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.25559,3,13.081,0.283,0.005,0.007,0.007,0.021,0.035,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.268815,3,9.079,0.003,0.002,0.005,0.002,0.009,0.016,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.278004,4,11.477,0.42,0.003,0.005,0.005,0.01,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.289587,4,10.876,0.025,0.003,0.007,0.005,0.009,0.024,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.300609,4,9.46,0.006,0.003,0.006,0.003,0.005,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.310157,5,9.515,0.29,0.006,0.005,0.007,0.009,0.029,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.319921,5,8.227,0.004,0.002,0.007,0.004,0.011,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
363042.328267,5,8.633,0.003,0.003,0.005,0.003,0.004,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
