timestamp,frame_id,loop_ms,capture_wait_ms,slow_poll_ms,fast_poll_ms,predict_ms,blur_ms,send_ms,detect_age_ms,fast_age_ms,mask_age_avg_ms,slow_updated,fast_updated,predicted,mask_count,jitter_center_px,jitter_corners_px,masks_created,masks_killed
826628.328493,1,3.445,0.007,0.012,0.008,0.001,0.004,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.332291,1,9.268,0.003,0.004,0.007,0.0,0.009,0.016,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.341639,1,20.658,0.002,0.002,0.003,0.0,0.004,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.362369,1,1.516,0.003,0.002,0.004,0.001,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.363962,1,8.102,0.003,0.002,0.003,0.0,0.004,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.372127,1,8.844,0.003,0.001,0.003,0.0,0.005,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.381049,2,15.359,0.387,0.003,0.003,0.001,0.004,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.39651,2,1.059,0.004,0.002,0.003,0.0,0.008,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.397665,2,9.581,0.004,0.003,0.005,0.001,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.407317,3,12.269,0.954,0.005,0.006,0.002,0.009,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.419701,3,1.336,0.004,0.003,0.007,0.0,0.006,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.421107,3,8.097,0.002,0.002,0.004,0.0,0.006,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.42931,4,9.851,0.601,0.003,0.003,0.001,0.003,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.439226,4,0.705,0.002,0.002,0.002,0.001,0.003,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.439978,4,8.031,0.002,0.002,0.002,0.0,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.448076,4,8.032,0.002,0.001,0.003,0.0,0.004,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.456186,4,1.028,0.005,0.002,0.004,0.0,0.005,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.457294,4,7.186,0.003,0.002,0.003,0.0,0.006,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.464544,4,7.869,0.002,0.001,0.003,0.0,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.472478,4,7.991,0.002,0.002,0.003,0.0,0.005,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.480554,4,8.116,0.003,0.002,0.004,0.001,0.007,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.488752,4,0.809,0.002,0.002,0.003,0.0,0.004,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.489619,4,7.759,0.002,0.002,0.002,0.0,0.004,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.497437,4,8.949,0.002,0.001,0.002,0.0,0.006,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.506451,4,1.317,0.002,0.001,0.003,0.0,0.009,0.019,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.507926,4,10.836,0.008,0.004,0.009,0.001,0.012,0.022,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.519031,4,10.017,0.006,0.004,0.009,0.001,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.529103,4,8.178,0.002,0.002,0.002,0.0,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.53735,4,1.515,0.003,0.001,0.003,0.001,0.004,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.538995,4,12.063,0.005,0.004,0.005,0.001,0.004,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.551159,4,1.287,0.006,0.005,0.009,0.003,0.007,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.552533,4,1.23,0.003,0.002,0.003,0.001,0.009,0.02,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.55387,4,11.214,0.004,0.002,0.006,0.0,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.565145,5,10.992,0.527,0.011,0.008,0.002,0.005,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
826628.576226,5,9.341,0.003,0.003,0.004,0.0,0.006,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
