timestamp,capture_wait_avg,capture_wait_max,capture_wait_min,capture_wait_count,slow_poll_avg,slow_poll_max,slow_poll_min,slow_poll_count,match_avg,match_max,match_min,match_count,fast_poll_avg,fast_poll_max,fast_poll_min,fast_poll_count,predict_avg,predict_max,predict_min,predict_count,blur_avg,blur_max,blur_min,blur_count,send_avg,send_max,send_min,send_count,frames_total,masks_total_total
05:47:50,0.673,1.69,0.003,67,0.155,2.758,0.003,67,1.005,23.225,0.0,67,1.227,11.7,0.001,67,0.084,0.183,0.042,67,9.512,23.316,2.842,67,0.004,0.013,0.002,67,67,448
05:47:52,0.494,1.101,0.003,72,0.112,2.191,0.003,72,1.029,13.052,0.0,72,1.851,11.276,0.001,72,0.104,0.198,0.054,72,9.049,23.5,2.875,72,0.003,0.009,0.001,72,72,774
05:47:54,0.538,1.968,0.002,76,0.271,9.821,0.003,76,0.67,8.705,0.0,76,1.089,10.566,0.001,76,0.119,0.423,0.057,76,8.246,22.086,3.192,76,0.003,0.006,0.002,76,76,981
05:47:56,0.5,1.293,0.002,78,0.494,11.504,0.003,78,0.371,8.008,0.0,78,0.535,9.655,0.001,78,0.124,0.347,0.058,78,8.126,19.967,3.063,78,0.003,0.009,0.001,78,78,1092
05:47:58,0.506,1.09,0.003,77,0.275,4.701,0.003,77,0.427,6.6,0.0,77,0.837,10.639,0.001,77,0.12,0.447,0.059,77,8.255,19.311,3.081,77,0.003,0.023,0.002,77,77,1151
05:48:00,0.49,1.229,0.003,77,0.455,12.041,0.003,77,0.468,9.256,0.0,77,0.745,11.457,0.001,77,0.116,0.266,0.058,77,8.36,18.112,3.483,77,0.003,0.009,0.002,77,77,1204
