timestamp,frame_id,capture_wait_ms,slow_poll_ms,fast_poll_ms,predict_ms,blur_ms,send_ms,detect_age_ms,fast_age_ms,mask_age_avg_ms,slow_updated,fast_updated,predicted,mask_count,jitter_center_px,jitter_corners_px,masks_created,masks_killed,loop_ms
70949.117081,121,0.004,0.011,0.008,0.045,1.484,0.005,0.0,0.0,226.43,0,0,1,6,0.05,0.05,0,0,16.61
70949.13388,122,0.007,0.003,0.061,0.005,0.211,0.003,0.0,90.12,75.1,0,1,1,6,4.94,4.94,0,0,13.203
70949.175491,123,0.005,0.005,0.003,0.034,4.601,0.004,0.0,0.0,116.71,0,0,1,6,0.09,0.09,0,0,21.224
70949.19681,124,0.004,0.005,0.005,0.253,1.044,0.003,0.0,0.0,138.03,0,0,1,6,0.16,0.16,0,0,13.923
70949.221775,125,0.005,0.004,0.004,0.024,0.421,0.005,0.0,0.0,118.41,0,0,1,6,0.11,0.11,0,0,13.814
70949.267359,126,0.003,0.004,0.005,0.028,0.773,0.003,0.0,0.0,164.0,0,0,1,6,0.09,0.09,0,0,12.044
70949.313719,127,0.003,0.005,0.004,0.023,5.837,0.003,0.0,0.0,153.14,0,0,1,6,0.18,0.18,0,0,20.762
70949.334562,128,0.004,0.003,0.042,0.004,0.21,0.002,0.0,69.48,55.58,0,1,1,5,0.0,0.0,0,1,10.446
70949.345053,129,0.002,0.004,0.004,0.023,0.144,0.002,0.0,0.0,66.07,0,0,1,5,0.24,0.24,0,0,15.424
70949.384778,130,0.003,0.004,0.069,0.007,0.345,0.007,0.0,53.79,53.08,0,1,1,5,0.0,0.0,0,0,15.212
70949.444857,131,0.008,0.007,0.007,0.028,5.823,0.004,0.0,0.0,228.05,0,0,1,5,0.07,0.07,0,0,19.511
70949.478705,132,0.006,0.006,0.005,0.029,0.463,0.002,0.0,0.0,105.89,0,0,1,5,0.09,0.09,0,0,21.478
70949.50026,133,0.003,0.003,0.003,0.016,0.461,0.004,0.0,0.0,127.45,0,0,1,5,0.0,0.0,0,0,14.988
70949.531278,134,0.005,0.005,0.004,0.026,0.699,0.005,0.0,0.0,118.05,0,0,1,5,0.0,0.0,0,0,13.651
70949.571183,135,0.003,0.004,0.046,0.005,2.454,0.005,0.0,71.57,104.58,0,1,1,5,0.0,0.0,0,0,19.257
70949.604467,136,0.008,0.005,0.006,0.032,1.947,0.005,0.0,0.0,137.86,0,0,1,5,0.0,0.0,0,0,18.234
70949.622817,137,0.008,0.005,0.004,0.022,1.324,0.004,0.0,0.0,156.21,0,0,1,5,0.0,0.0,0,0,14.763
70949.663779,138,0.005,0.005,0.004,0.024,1.145,0.004,0.0,0.0,112.91,0,0,1,4,0.0,0.0,0,0,13.583
70949.695332,139,0.004,0.004,0.041,0.004,0.652,0.002,0.0,74.77,105.0,0,1,1,4,0.0,0.0,0,0,16.309
70949.741815,140,0.004,0.154,0.001,0.006,1.842,0.01,359.44,0.0,280.04,1,0,1,3,4.66,5.07,0,1,17.18
70949.759184,141,0.005,0.004,0.063,0.006,0.901,0.006,0.0,66.75,44.5,0,1,1,3,0.13,0.13,0,0,15.656
70949.803804,142,0.004,0.005,0.046,0.007,0.225,0.004,0.0,45.68,45.32,0,1,1,3,0.0,0.0,0,0,14.025
70949.844103,143,0.003,0.003,0.003,0.018,3.209,0.003,0.0,0.0,85.62,0,0,1,3,0.0,0.0,0,0,17.912
70949.871462,144,0.004,0.004,0.003,0.015,2.042,0.004,0.0,0.0,98.23,0,0,1,3,0.0,0.0,0,0,21.94
