timestamp,frame_id,uid,x,y,w,h,last_x,last_y,last_w,last_h,last_ts,last_slow_ts,last_source,state,frames_matched,frames_missing,confidence,hash_history,ttl,fast_miss_count,vx,vy,vw,vh,score,score_brut,fp_penalty,transition_density,s_td,density_raw,s_dens,cc_raw,s_cc,s_hreg,row_fill,tiers_active,vproj,s_vp,s_pf,bg_score
187098.484901,58,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,1,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,499,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.484901,58,5,1428,464,206,26,1580,506,102,22,187098.4473491,187098.2303559,fast,MaskState.CONFIRMED,11,0,1.0,4051049700521741695|4051049700521741695|4051054098538300797|16942310231047160|2026089997064602178,500,0,798.315,411.253,0.0,-48.383,0.5418,0.5418,0.0,0.1014,0.0,0.2518,0.5035,5,0.625,0.8347,0.8333,3,0.0649,0.8486,0.3983,0.846
187098.484901,58,10,1666,474,100,28,1666,474,100,28,187098.4473491,187098.2303559,fast,MaskState.CONFIRMED,4,0,1.0,70630999022896190|18333845060768904704|6655896381049669126|18143870374919244288,500,0,628.976,24.191,-72.574,24.191,0.1919,0.3419,0.15,0.3551,0.6839,0.5351,0.9514,1,0.125,0.0,1.0,3,0.127,0.7085,0.3284,0.9009
187098.517183,59,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,2,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,498,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.517183,59,5,1476,498,22,12,1476,498,22,12,187098.3666888,187098.3666888,slow,MaskState.CONFIRMED,12,0,0.2007,4051049700521741695|4051054098538300797|16942310231047160|2026089997064602178|3546991474114783078,500,0,-762.839,-58.68,-586.799,-73.35,0.2007,0.4507,0.25,0.4167,0.889,0.3571,0.7143,1,0.125,0.0,1.0,3,0.0867,0.9327,0.6888,0.7971
187098.517183,59,10,1596,472,218,28,1596,472,218,28,187098.3666888,187098.3666888,slow,MaskState.CONFIRMED,5,0,0.5976,70630999022896190|18333845060768904704|6655896381049669126|18143870374919244288|13813264359099643520,500,0,-513.449,-14.67,865.528,0.0,0.5976,0.5976,0.15,0.3519,0.6732,0.4821,0.9643,2,0.25,1.0,1.0,3,0.1376,0.5543,0.3329,0.9436
187098.539568,60,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,3,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,497,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.539568,60,5,1428,464,206,26,1476,498,22,12,187098.5022284,187098.3666888,fast,MaskState.CONFIRMED,13,0,1.0,4051054098538300797|16942310231047160|2026089997064602178|3546991474114783078|3327930529619845955,500,0,-762.839,-58.68,-586.799,-73.35,0.2007,0.4507,0.25,0.4167,0.889,0.3571,0.7143,1,0.125,0.0,1.0,3,0.0867,0.9327,0.6888,0.7971
187098.539568,60,10,1666,474,100,28,1596,472,218,28,187098.5022284,187098.3666888,fast,MaskState.CONFIRMED,6,0,1.0,18333845060768904704|6655896381049669126|18143870374919244288|13813264359099643520|18439424611463930368,500,0,-513.449,-14.67,865.528,0.0,0.5976,0.5976,0.15,0.3519,0.6732,0.4821,0.9643,2,0.25,1.0,1.0,3,0.1376,0.5543,0.3329,0.9436
187098.589519,61,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,5,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,495,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.589519,61,5,1434,494,10,10,1476,498,22,12,187098.5274976,187098.3666888,fast,MaskState.CONFIRMED,14,1,1.0,16942310231047160|2026089997064602178|3546991474114783078|3327930529619845955|3327930529619845955,499,0,-762.839,-58.68,-586.799,-73.35,0.2007,0.4507,0.25,0.4167,0.889,0.3571,0.7143,1,0.125,0.0,1.0,3,0.0867,0.9327,0.6888,0.7971
187098.589519,61,10,1568,471,265,28,1596,472,218,28,187098.5274976,187098.3666888,fast,MaskState.CONFIRMED,7,1,1.0,6655896381049669126|18143870374919244288|13813264359099643520|18439424611463930368|18439424611463930368,499,0,-513.449,-14.67,865.528,0.0,0.5976,0.5976,0.15,0.3519,0.6732,0.4821,0.9643,2,0.25,1.0,1.0,3,0.1376,0.5543,0.3329,0.9436
187098.61626,62,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,6,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,494,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.61626,62,5,1428,464,206,26,1476,498,22,12,187098.573471,187098.3666888,fast,MaskState.CONFIRMED,15,0,1.0,2026089997064602178|3546991474114783078|3327930529619845955|3327930529619845955|1085102592571154753,500,0,-762.839,-58.68,-586.799,-73.35,0.2007,0.4507,0.25,0.4167,0.889,0.3571,0.7143,1,0.125,0.0,1.0,3,0.0867,0.9327,0.6888,0.7971
187098.61626,62,10,1666,474,100,28,1596,472,218,28,187098.573471,187098.3666888,fast,MaskState.CONFIRMED,8,0,1.0,18143870374919244288|13813264359099643520|18439424611463930368|18439424611463930368|18406352403561545984,500,0,-513.449,-14.67,865.528,0.0,0.5976,0.5976,0.15,0.3519,0.6732,0.4821,0.9643,2,0.25,1.0,1.0,3,0.1376,0.5543,0.3329,0.9436
187098.649473,63,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,7,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,493,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.649473,63,5,1426,494,10,10,1476,498,22,12,187098.573471,187098.3666888,fast,MaskState.CONFIRMED,15,1,1.0,2026089997064602178|3546991474114783078|3327930529619845955|3327930529619845955|1085102592571154753,499,0,-762.839,-58.68,-586.799,-73.35,0.2007,0.4507,0.25,0.4167,0.889,0.3571,0.7143,1,0.125,0.0,1.0,3,0.0867,0.9327,0.6888,0.7971
187098.649473,63,10,1562,471,273,28,1596,472,218,28,187098.573471,187098.3666888,fast,MaskState.CONFIRMED,8,1,1.0,18143870374919244288|13813264359099643520|18439424611463930368|18439424611463930368|18406352403561545984,499,0,-513.449,-14.67,865.528,0.0,0.5976,0.5976,0.15,0.3519,0.6732,0.4821,0.9643,2,0.25,1.0,1.0,3,0.1376,0.5543,0.3329,0.9436
187098.663288,64,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,8,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,492,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.663288,64,5,1428,464,206,26,1476,498,22,12,187098.6116753,187098.3666888,fast,MaskState.CONFIRMED,16,0,1.0,3546991474114783078|3327930529619845955|3327930529619845955|1085102592571154753|2240293558166696417,500,0,-762.839,-58.68,-586.799,-73.35,0.2007,0.4507,0.25,0.4167,0.889,0.3571,0.7143,1,0.125,0.0,1.0,3,0.0867,0.9327,0.6888,0.7971
187098.663288,64,10,1666,474,100,28,1596,472,218,28,187098.6116753,187098.3666888,fast,MaskState.CONFIRMED,9,0,1.0,13813264359099643520|18439424611463930368|18439424611463930368|18406352403561545984|9096848478599512064,500,0,-513.449,-14.67,865.528,0.0,0.5976,0.5976,0.15,0.3519,0.6732,0.4821,0.9643,2,0.25,1.0,1.0,3,0.1376,0.5543,0.3329,0.9436
187098.713149,65,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,10,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,490,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.713149,65,5,1440,495,10,10,1476,498,22,12,187098.6620248,187098.3666888,fast,MaskState.CONFIRMED,17,1,1.0,3327930529619845955|3327930529619845955|1085102592571154753|2240293558166696417|2240293558166696417,499,0,-762.839,-58.68,-586.799,-73.35,0.2007,0.4507,0.25,0.4167,0.889,0.3571,0.7143,1,0.125,0.0,1.0,3,0.0867,0.9327,0.6888,0.7971
187098.713149,65,10,1572,471,257,28,1596,472,218,28,187098.6620248,187098.3666888,fast,MaskState.CONFIRMED,10,1,1.0,18439424611463930368|18439424611463930368|18406352403561545984|9096848478599512064|9096848478599512064,499,0,-513.449,-14.67,865.528,0.0,0.5976,0.5976,0.15,0.3519,0.6732,0.4821,0.9643,2,0.25,1.0,1.0,3,0.1376,0.5543,0.3329,0.9436
187098.732754,66,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,11,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,489,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.732754,66,5,1429,494,10,10,1476,498,22,12,187098.6620248,187098.3666888,fast,MaskState.CONFIRMED,17,2,1.0,3327930529619845955|3327930529619845955|1085102592571154753|2240293558166696417|2240293558166696417,498,0,-762.839,-58.68,-586.799,-73.35,0.2007,0.4507,0.25,0.4167,0.889,0.3571,0.7143,1,0.125,0.0,1.0,3,0.0867,0.9327,0.6888,0.7971
187098.732754,66,10,1666,474,100,28,1596,472,218,28,187098.7000288,187098.3666888,fast,MaskState.CONFIRMED,11,0,1.0,18439424611463930368|18406352403561545984|9096848478599512064|9096848478599512064|9033516604511223808,500,0,-513.449,-14.67,865.528,0.0,0.5976,0.5976,0.15,0.3519,0.6732,0.4821,0.9643,2,0.25,1.0,1.0,3,0.1376,0.5543,0.3329,0.9436
187098.779489,67,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,13,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,487,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.779489,67,5,32,462,58,36,32,462,58,36,187098.6274833,187098.6274833,slow,MaskState.CONFIRMED,18,1,0.1931,3327930529619845955|1085102592571154753|2240293558166696417|2240293558166696417|33521216837806953,499,0,0.0,0.0,0.0,0.0,0.1931,0.3431,0.15,0.3229,0.5768,0.5075,0.985,1,0.125,0.0,1.0,3,0.0948,0.8521,0.2478,0.8653
187098.779489,67,10,1666,474,100,28,1666,468,116,30,187098.7234037,187098.6274833,fast,MaskState.CONFIRMED,13,0,1.0,9096848478599512064|9096848478599512064|9033516604511223808|179924355486611713|9033516604528001024,500,0,268.411,-15.338,-391.113,0.0,0.1419,0.2919,0.15,0.2671,0.3908,0.5157,0.9687,1,0.125,0.0,1.0,3,0.1106,0.6941,0.2499,0.9177
187098.799284,68,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,14,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,486,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.799284,68,5,32,462,58,36,32,462,58,36,187098.6274833,187098.6274833,slow,MaskState.CONFIRMED,18,2,0.1931,3327930529619845955|1085102592571154753|2240293558166696417|2240293558166696417|33521216837806953,498,0,0.0,0.0,0.0,0.0,0.1931,0.3431,0.15,0.3229,0.5768,0.5075,0.985,1,0.125,0.0,1.0,3,0.0948,0.8521,0.2478,0.8653
187098.799284,68,10,1666,474,100,28,1666,468,116,30,187098.7666927,187098.6274833,fast,MaskState.CONFIRMED,14,0,1.0,9096848478599512064|9033516604511223808|179924355486611713|9033516604528001024|9033516604528001024,500,0,268.411,-15.338,-391.113,0.0,0.1419,0.2919,0.15,0.2671,0.3908,0.5157,0.9687,1,0.125,0.0,1.0,3,0.1106,0.6941,0.2499,0.9177
187098.855769,69,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,17,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,483,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.855769,69,5,32,462,58,36,32,462,58,36,187098.6274833,187098.6274833,slow,MaskState.CONFIRMED,18,5,0.1931,3327930529619845955|1085102592571154753|2240293558166696417|2240293558166696417|33521216837806953,495,0,0.0,0.0,0.0,0.0,0.1931,0.3431,0.15,0.3229,0.5768,0.5075,0.985,1,0.125,0.0,1.0,3,0.0948,0.8521,0.2478,0.8653
187098.855769,69,10,1681,467,93,30,1666,468,116,30,187098.7907076,187098.6274833,fast,MaskState.CONFIRMED,15,1,1.0,9033516604511223808|179924355486611713|9033516604528001024|9033516604528001024|9033516604528001024,499,0,268.411,-15.338,-391.113,0.0,0.1419,0.2919,0.15,0.2671,0.3908,0.5157,0.9687,1,0.125,0.0,1.0,3,0.1106,0.6941,0.2499,0.9177
187098.883002,70,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,18,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,482,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.883002,70,5,32,464,134,34,32,464,134,34,187098.7234037,187098.7234037,slow,MaskState.CONFIRMED,19,0,0.2532,1085102592571154753|2240293558166696417|2240293558166696417|33521216837806953|1169593653815622459,500,0,0.0,20.851,792.324,-20.851,0.2532,0.3532,0.1,0.2688,0.3967,0.5354,0.9291,3,0.375,0.0,1.0,3,0.0718,0.9181,0.2206,0.9245
187098.883002,70,10,1676,468,212,30,1676,468,212,30,187098.7234037,187098.7234037,slow,MaskState.CONFIRMED,16,0,0.1796,179924355486611713|9033516604528001024|9033516604528001024|9033516604528001024|1224669547314076672,500,0,104.253,0.0,1000.0,0.0,0.1796,0.3296,0.15,0.3419,0.64,0.5385,0.996,1,0.125,0.0,1.0,3,0.1285,0.7148,0.2834,0.969
187098.883002,70,12,1536,462,20,26,1536,462,20,26,187098.7234037,187098.7234037,slow,MaskState.CONFIRMED,2,0,0.1951,1085120253746200575|1089623853373575143,500,0,0.0,-105.466,-97.354,16.226,0.1951,0.3451,0.15,0.4,0.8335,0.1667,0.3333,1,0.125,0.0,1.0,3,0.037,0.5696,0.5238,0.9929
187098.92003,71,1,1280,440,118,22,1280,440,118,22,187098.4128231,187097.4346631,fast,MaskState.CONFIRMED,16,19,1.0,18297399608333008719|18295279749914128327|18295279749914128327|18294857537465843655|17610380762851278671,481,0,0.0,0.0,0.0,0.0,0.2649,0.4149,0.15,0.4074,0.8582,0.3394,0.6788,1,0.125,0.0,1.0,3,0.0473,0.6733,0.6747,0.6986
187098.92003,71,5,32,465,182,32,32,464,134,34,187098.7234037,187098.7234037,slow,MaskState.CONFIRMED,19,1,0.2532,1085102592571154753|2240293558166696417|2240293558166696417|33521216837806953|1169593653815622459,499,0,0.0,20.851,792.324,-20.851,0.2532,0.3532,0.1,0.2688,0.3967,0.5354,0.9291,3,0.375,0.0,1.0,3,0.0718,0.9181,0.2206,0.9245
