timestamp,frame_id,loop_ms,capture_wait_ms,slow_poll_ms,fast_poll_ms,predict_ms,blur_ms,send_ms,detect_age_ms,fast_age_ms,mask_age_avg_ms,slow_updated,fast_updated,predicted,mask_count,jitter_center_px,jitter_corners_px,masks_created,masks_killed
362034.37523,1,3.148,0.005,0.003,0.007,0.005,0.006,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.378464,1,1.201,0.002,0.003,0.006,0.002,0.004,0.013,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.379723,1,9.573,0.001,0.002,0.002,0.001,0.006,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.389372,1,1.031,0.002,0.002,0.003,0.002,0.003,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.390465,1,9.108,0.003,0.002,0.004,0.002,0.004,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.399624,1,1.168,0.003,0.002,0.002,0.002,0.004,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.400842,1,8.719,0.002,0.001,0.002,0.002,0.004,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.409653,1,8.567,0.003,0.002,0.003,0.002,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.418288,1,8.166,0.003,0.001,0.004,0.002,0.002,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.42651,1,0.782,0.002,0.001,0.003,0.001,0.002,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.42734,1,8.067,0.002,0.001,0.002,0.001,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.435481,1,0.768,0.002,0.002,0.003,0.002,0.002,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.436291,1,8.648,0.001,0.001,0.002,0.001,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.445012,1,9.413,0.002,0.002,0.003,0.003,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.454491,1,0.864,0.002,0.002,0.003,0.002,0.002,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.455406,1,7.6,0.002,0.002,0.002,0.001,0.003,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.463073,1,8.512,0.002,0.001,0.003,0.002,0.003,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.471644,1,1.049,0.002,0.001,0.002,0.002,0.004,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.47275,1,7.589,0.002,0.001,0.003,0.002,0.003,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.480399,1,8.818,0.002,0.001,0.003,0.001,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.489284,1,1.045,0.002,0.002,0.003,0.002,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.490392,1,8.178,0.003,0.003,0.004,0.001,0.007,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.49868,1,8.661,0.005,0.003,0.004,0.002,0.005,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.507415,1,8.34,0.002,0.002,0.003,0.001,0.005,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.515837,1,8.701,0.002,0.001,0.003,0.002,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.524598,1,0.714,0.002,0.001,0.003,0.002,0.002,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.525349,1,8.539,0.001,0.001,0.002,0.002,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.533946,1,1.068,0.002,0.001,0.003,0.002,0.002,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.535079,1,7.268,0.002,0.001,0.003,0.002,0.003,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.542405,1,1.062,0.002,0.001,0.002,0.001,0.002,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.543515,1,8.072,0.002,0.001,0.002,0.001,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.551648,1,0.641,0.002,0.002,0.002,0.002,0.002,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.552326,1,8.628,0.002,0.001,0.002,0.001,0.004,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.561022,1,1.329,0.003,0.002,0.003,0.002,0.002,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.562403,1,7.193,0.002,0.001,0.003,0.001,0.004,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.56967,1,8.218,0.002,0.002,0.004,0.002,0.003,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.577947,1,0.929,0.002,0.002,0.002,0.001,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.578922,1,8.423,0.002,0.001,0.003,0.001,0.003,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.587398,1,0.858,0.002,0.001,0.002,0.001,0.002,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.58831,1,7.98,0.002,0.002,0.003,0.002,0.002,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.596346,1,0.886,0.002,0.001,0.002,0.001,0.003,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.597296,1,8.274,0.002,0.002,0.004,0.002,0.003,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.605637,1,8.205,0.002,0.002,0.003,0.001,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.613939,1,9.787,0.004,0.003,0.006,0.002,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.623787,1,8.798,0.002,0.001,0.002,0.002,0.007,0.016,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.632694,1,7.984,0.003,0.003,0.006,0.002,0.005,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.640745,1,9.885,0.003,0.001,0.003,0.002,0.006,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.650713,1,0.861,0.002,0.002,0.003,0.002,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.651615,1,7.514,0.001,0.002,0.002,0.001,0.004,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.659181,1,8.979,0.002,0.001,0.002,0.001,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.668221,1,0.929,0.002,0.002,0.003,0.002,0.002,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.669191,1,0.892,0.002,0.002,0.002,0.001,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.670132,1,8.601,0.003,0.002,0.003,0.002,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.678817,1,8.592,0.002,0.002,0.003,0.002,0.003,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.687466,1,0.942,0.003,0.002,0.004,0.002,0.004,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.688453,1,7.719,0.001,0.001,0.002,0.002,0.004,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.696236,1,8.361,0.003,0.002,0.003,0.002,0.002,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.704659,1,8.21,0.003,0.002,0.003,0.002,0.006,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.712943,1,9.86,0.002,0.002,0.003,0.002,0.004,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.72286,1,1.195,0.002,0.002,0.003,0.002,0.005,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.724106,1,8.739,0.002,0.003,0.003,0.002,0.003,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.732904,1,1.259,0.002,0.002,0.004,0.002,0.002,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.734214,1,7.602,0.002,0.002,0.002,0.002,0.004,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.741884,1,7.769,0.002,0.002,0.003,0.002,0.006,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.749749,1,8.487,0.005,0.003,0.004,0.002,0.005,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.758299,1,8.348,0.002,0.002,0.002,0.001,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.766715,1,0.978,0.002,0.002,0.003,0.002,0.002,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.767729,1,7.343,0.002,0.001,0.002,0.001,0.003,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.775134,1,10.658,0.002,0.001,0.003,0.002,0.003,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.785851,1,1.888,0.002,0.001,0.002,0.001,0.003,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
362034.787907,1,8.267,0.006,0.116,0.001,0.003,0.583,0.008,412.78,0.0,412.78,1,0,0,3,0.0,0.0,3,0
362034.796241,1,8.703,0.003,0.002,0.003,0.016,7.964,0.002,0.0,0.0,421.12,0,0,1,3,0.0,0.0,0,0
362034.804999,1,8.573,0.002,0.001,0.003,0.008,0.391,0.003,0.0,0.0,429.87,0,0,1,3,0.0,0.0,0,0
362034.813634,1,0.933,0.003,0.001,0.003,0.009,0.07,0.003,0.0,0.0,438.51,0,0,1,3,0.0,0.0,0,0
362034.814608,1,9.102,0.002,0.001,0.003,0.007,0.684,0.005,0.0,0.0,439.48,0,0,1,3,0.0,0.0,0,0
362034.823768,1,9.029,0.002,0.001,0.003,0.009,0.584,0.005,0.0,0.0,448.64,0,0,1,3,0.0,0.0,0,0
362034.832851,1,8.801,0.003,0.001,0.003,0.009,0.179,0.005,0.0,0.0,457.73,0,0,1,3,0.0,0.0,0,0
362034.841713,1,8.721,0.002,0.001,0.002,0.008,0.249,0.005,0.0,0.0,466.59,0,0,1,3,0.0,0.0,0,0
362034.850536,1,9.029,0.004,0.002,0.004,0.01,0.353,0.005,0.0,0.0,475.41,0,0,1,3,0.0,0.0,0,0
362034.859628,1,8.236,0.002,0.002,0.003,0.011,0.435,0.008,0.0,0.0,484.5,0,0,1,3,0.0,0.0,0,0
362034.867935,1,8.447,0.005,0.002,0.005,0.011,0.347,0.004,0.0,0.0,492.81,0,0,1,3,0.0,0.0,0,0
362034.876442,1,8.657,0.002,0.002,0.003,0.01,0.098,0.003,0.0,0.0,501.32,0,0,1,3,0.0,0.0,0,0
362034.885147,1,0.892,0.002,0.002,0.002,0.007,0.08,0.003,0.0,0.0,510.02,0,0,1,3,0.0,0.0,0,0
362034.886085,1,8.23,0.002,0.002,0.003,0.008,0.256,0.003,0.0,0.0,510.96,0,0,1,3,0.0,0.0,0,0
