timestamp,frame_id,capture_wait_ms,slow_poll_ms,match_ms,fast_poll_ms,predict_ms,blur_ms,send_ms,detect_age_ms,fast_age_ms,mask_age_avg_ms,slow_updated,fast_updated,predicted,mask_count,loop_ms
189445.632704,44,1.09,0.008,0.0,5.396,0.07,4.971,0.003,0.0,33.1,33.1,0,1,1,1,34.771
189445.668527,45,0.834,0.156,1.48,0.001,0.08,7.443,0.005,140.76,0.0,38.19,1,0,1,2,31.314
189445.700177,46,0.823,0.006,0.001,2.574,0.071,2.914,0.002,0.0,45.79,42.45,0,1,1,2,20.989
189445.721331,47,0.502,0.009,0.0,2.334,0.198,5.108,0.005,0.0,50.63,50.63,0,1,1,2,27.956
189445.772606,48,0.693,0.014,0.001,10.836,0.23,5.282,0.003,0.0,60.96,60.96,0,1,1,2,38.533
189445.822713,50,1.063,0.011,0.001,6.271,0.047,4.109,0.002,0.0,58.6,58.6,0,1,1,2,30.927
189445.853833,51,0.626,1.592,3.303,0.001,0.073,6.929,0.005,161.63,0.0,44.86,1,0,1,2,34.013
189445.888142,52,0.651,0.013,0.001,4.066,0.078,7.108,0.003,0.0,38.8,38.8,0,1,1,2,32.137
189445.920554,53,0.849,0.022,0.001,1.454,0.08,13.08,0.004,0.0,47.6,47.6,0,1,1,2,34.508
189445.955305,54,0.696,0.005,0.0,3.41,0.066,13.353,0.008,0.0,48.82,48.82,0,1,1,2,35.516
189445.991222,55,1.212,0.007,0.0,6.472,0.082,8.982,0.003,0.0,61.6,61.6,0,1,1,2,38.942
189446.030349,57,0.593,1.022,2.44,0.002,0.123,3.216,0.003,194.57,0.0,52.37,1,0,1,2,23.58
189446.054122,58,0.538,0.01,0.001,7.789,0.074,4.546,0.002,0.0,36.05,36.05,0,1,1,2,26.793
189446.112503,59,1.16,0.011,0.001,0.005,1.829,7.29,0.004,0.0,0.0,71.19,0,0,1,2,26.769
189446.139575,60,0.723,0.584,10.877,0.002,0.075,7.987,0.004,186.48,0.0,32.75,1,0,1,3,38.45
189446.17829,61,1.008,0.013,0.001,2.445,0.081,20.292,0.017,0.0,46.7,39.72,0,1,1,3,40.74
189446.21965,62,1.796,0.02,0.0,3.691,0.116,5.581,0.004,0.0,64.62,72.43,0,1,1,3,39.824
189446.269474,64,0.489,0.012,0.001,13.535,0.048,13.202,0.002,0.0,80.03,99.31,0,1,1,3,35.19
189446.304896,65,0.895,2.407,8.865,0.003,0.2,8.881,0.004,190.89,0.0,60.71,1,0,1,3,46.76
189446.351977,68,0.74,0.012,0.001,4.287,0.156,4.947,0.005,0.0,66.33,112.74,0,1,1,3,31.382
189446.383714,69,0.684,0.009,0.001,5.547,0.128,14.271,0.005,0.0,34.11,123.16,0,1,1,3,42.15
189446.426211,70,1.125,6.655,0.004,0.001,0.176,4.816,0.003,180.32,0.0,165.65,1,0,1,3,37.968
189446.464484,72,0.536,0.012,0.0,4.324,0.06,12.798,0.008,0.0,69.48,188.79,0,1,1,3,36.871
189446.501728,73,0.571,0.013,0.001,2.385,0.179,7.53,0.006,0.0,43.71,205.03,0,1,1,3,34.195
189446.536408,75,1.43,0.007,0.001,3.447,0.086,7.275,0.002,0.0,48.91,229.88,0,1,1,3,40.96
189446.577615,77,0.698,0.01,0.001,6.045,0.119,10.185,0.011,0.0,47.79,256.98,0,1,1,3,34.981
189446.6134,78,0.757,0.012,0.001,12.628,0.151,7.987,0.005,0.0,42.29,279.0,0,1,1,3,39.151
189446.652999,80,1.185,0.014,0.001,7.034,0.09,8.204,0.005,0.0,48.6,307.51,0,1,1,3,51.138
189446.704491,82,0.593,0.006,0.0,7.922,0.183,4.685,0.006,0.0,57.08,344.66,0,1,1,3,40.032
189446.74496,83,0.648,3.066,3.462,0.002,0.107,7.869,0.002,372.46,0.0,210.32,1,0,1,3,44.316
189446.789489,85,0.59,0.01,0.001,10.579,0.067,5.892,0.003,0.0,68.22,259.82,0,1,1,3,30.643
189446.820457,87,1.198,0.013,0.0,0.014,0.086,3.312,0.003,0.0,54.45,290.79,0,1,1,3,26.569
189446.847313,88,0.621,0.009,0.001,0.008,0.125,9.557,0.002,0.0,35.67,317.64,0,1,1,3,34.01
189446.881554,90,0.996,0.016,0.001,0.012,0.13,4.238,0.002,0.0,46.26,351.88,0,1,1,3,23.2
189446.940568,91,1.016,0.007,0.001,0.005,0.063,14.827,0.003,0.0,60.77,410.9,0,1,1,3,31.347
189446.972443,92,0.677,0.01,0.001,0.009,0.092,4.055,0.004,0.0,40.59,442.77,0,1,1,3,19.577
189446.992267,93,0.525,0.012,0.0,0.012,0.091,9.41,0.002,0.0,37.36,462.59,0,1,1,3,28.596
189447.021068,95,0.571,2.025,6.652,0.01,0.237,3.164,0.004,340.62,0.0,392.76,1,0,1,3,27.879
189447.068964,96,0.644,0.012,0.001,0.005,0.114,7.398,0.003,0.0,0.0,440.66,0,0,1,3,26.624
189447.095837,97,0.817,0.019,0.004,0.021,0.111,3.555,0.003,0.0,44.92,467.53,0,1,1,3,25.342
189447.12138,98,0.699,0.006,0.001,0.005,0.06,3.469,0.003,0.0,27.08,493.07,0,1,1,3,18.76
189447.140444,99,0.892,0.017,0.001,0.011,0.138,8.245,0.004,0.0,32.65,512.14,0,1,1,3,29.117
189447.187274,100,0.7,0.005,0.0,0.004,0.058,4.673,0.003,0.0,49.82,558.97,0,1,1,3,18.847
189447.226186,101,0.628,0.014,0.001,0.009,0.106,7.319,0.003,0.0,55.2,597.88,0,1,1,3,25.396
189447.265061,102,1.43,3.709,14.076,0.002,0.105,3.282,0.002,301.5,0.0,554.12,1,0,1,3,33.532
189447.298813,103,0.604,0.009,0.0,0.014,0.104,6.345,0.002,0.0,51.93,584.89,0,1,1,3,20.098
189447.319113,104,0.624,0.01,0.001,0.009,0.094,14.629,0.003,0.0,42.31,605.19,0,1,1,3,30.98
189447.350369,105,0.717,1.323,0.005,0.001,0.157,9.416,0.005,115.01,0.0,636.45,1,0,1,3,29.036
189447.380288,106,0.618,0.01,0.001,0.012,0.106,8.092,0.003,0.0,31.23,666.36,0,1,1,3,26.931
189447.407463,107,1.172,0.012,0.001,0.009,0.136,3.569,0.003,0.0,30.22,693.54,0,1,1,3,23.898
189447.431555,108,0.594,0.012,0.001,0.01,0.146,4.881,0.006,0.0,35.33,717.63,0,1,1,3,26.59
189447.458445,109,0.994,0.01,0.0,0.007,0.123,13.479,0.007,0.0,40.49,744.52,0,1,1,3,36.302
189447.495336,110,0.721,1.464,8.947,0.003,0.243,8.017,0.004,211.14,0.0,587.82,1,0,1,4,41.076
189447.536787,112,0.853,0.024,0.001,0.027,2.213,10.698,0.005,0.0,62.55,629.27,0,1,1,4,39.346
189447.576541,114,0.591,0.016,0.001,3.559,0.306,6.248,0.005,0.0,53.03,660.22,0,1,1,4,29.143
189447.634566,115,0.661,0.011,0.001,5.882,0.416,8.45,0.004,0.0,60.33,623.5,0,1,1,4,34.712
189447.669761,116,1.003,0.01,0.001,2.601,0.192,6.084,0.006,0.0,51.38,647.66,0,1,1,4,30.217
189447.700436,117,0.832,0.012,0.001,7.014,0.154,3.379,0.002,0.0,52.18,670.86,0,1,1,4,34.689
189447.735424,118,0.802,0.029,0.002,6.32,0.135,8.87,0.005,0.0,51.01,696.81,0,1,1,4,47.397
189447.79439,120,0.734,1.899,2.74,0.002,0.193,12.155,0.002,228.38,0.0,609.54,1,0,1,5,30.485
189447.837897,121,1.124,0.007,0.0,3.541,0.159,5.603,0.003,0.0,57.72,633.89,0,1,1,5,18.264
189447.856684,122,0.77,0.013,0.001,5.618,0.117,4.217,0.007,0.0,33.21,633.29,0,1,1,5,40.847
189447.918671,123,0.843,1.339,6.89,0.005,0.168,8.26,0.003,237.29,0.0,376.46,1,0,1,5,46.409
189447.965506,125,1.048,0.01,0.001,8.46,0.165,8.889,0.005,0.0,55.24,405.13,0,1,1,5,41.981
189448.008007,127,1.135,0.012,0.001,5.09,0.117,4.983,0.003,0.0,46.25,427.03,0,1,1,5,31.156
189448.062509,128,0.828,0.013,0.001,4.055,0.115,8.134,0.007,0.0,56.95,464.01,0,1,1,5,40.964
189448.115049,129,0.867,0.014,0.001,2.493,0.097,9.955,0.006,0.0,53.5,494.16,0,1,1,5,25.876
189448.141458,130,1.474,0.034,0.003,13.21,0.118,16.715,0.012,0.0,36.35,503.14,0,1,1,5,62.507
189448.204763,132,1.154,3.345,7.473,0.002,0.123,11.753,0.005,317.41,0.0,423.41,1,0,1,6,52.862
189448.258205,134,1.193,0.016,0.001,5.378,0.177,5.627,0.005,0.0,61.77,473.36,0,1,1,6,34.379
189448.312908,136,1.389,0.013,0.001,3.857,0.107,19.89,0.004,0.0,59.32,505.53,0,1,1,6,43.537
189448.356931,137,0.97,0.016,0.001,16.797,0.113,14.197,0.004,0.0,62.3,535.87,0,1,1,6,63.803
189448.421438,139,0.864,0.046,0.001,10.156,0.188,11.626,0.003,0.0,66.17,580.16,0,1,1,6,60.665
189448.482603,141,1.109,3.616,2.848,0.002,0.164,10.918,0.005,371.02,0.0,575.86,1,0,1,6,50.694
189448.534203,142,0.992,0.022,0.001,7.322,0.109,18.257,0.004,0.0,126.2,627.64,0,1,1,6,56.488
189448.601478,144,0.853,0.007,0.0,4.804,0.137,7.612,0.009,0.0,79.96,657.08,0,1,1,6,37.056
189448.639187,146,1.013,0.014,0.001,5.113,0.154,5.441,0.003,0.0,55.17,684.37,0,1,1,6,40.072
189448.679886,147,1.597,0.012,0.001,4.089,0.126,5.833,0.005,0.0,48.04,717.1,0,1,1,6,53.991
189448.734676,149,0.447,0.009,0.001,3.703,0.427,3.847,0.005,0.0,61.07,764.93,0,1,1,6,35.381
189448.77068,150,0.536,0.007,0.0,0.005,0.114,10.705,0.005,0.0,0.0,800.93,0,0,1,6,33.626
189448.804788,151,0.354,0.75,9.803,0.002,0.185,7.515,0.004,414.84,0.0,736.16,1,0,1,6,40.103
189448.845657,153,0.845,0.007,0.0,6.5,0.147,5.984,0.007,0.0,73.79,760.65,0,1,1,6,30.028
189448.901287,154,0.36,0.01,0.001,9.028,0.144,5.171,0.003,0.0,61.77,805.0,0,1,1,6,30.8
189448.933466,155,0.482,0.008,0.001,3.954,0.293,11.418,0.003,0.0,34.9,827.34,0,1,1,6,38.804
189448.972754,157,0.474,0.012,0.001,9.947,0.227,13.767,0.004,0.0,47.22,862.13,0,1,1,6,47.334
189449.053625,159,0.935,0.03,0.003,0.034,0.364,17.791,0.005,0.0,83.72,871.66,0,1,1,6,49.949
189449.10417,161,0.43,0.03,0.001,0.022,0.166,5.128,0.004,0.0,57.8,922.21,0,1,1,6,27.09
189449.143814,162,0.784,0.006,0.0,0.006,0.122,6.561,0.007,0.0,0.0,961.85,0,0,1,6,23.373
189449.167845,163,0.647,0.007,0.001,0.007,0.104,14.671,0.005,0.0,70.44,985.88,0,1,1,6,37.885
189449.206324,164,0.445,0.012,0.001,0.011,0.135,4.45,0.003,0.0,60.62,1024.36,0,1,1,6,31.294
189449.238103,165,0.449,0.01,0.001,0.005,0.151,7.573,0.006,0.0,0.0,1056.14,0,0,1,6,30.311
189449.28158,166,0.447,0.016,0.001,0.014,0.121,5.893,0.007,0.0,98.02,1099.62,0,1,1,6,19.908
189449.302322,167,0.599,0.013,0.001,0.007,0.148,12.649,0.006,0.0,0.0,1120.36,0,0,1,6,40.201
189449.343178,168,0.589,0.016,0.001,0.029,0.165,10.696,0.005,0.0,132.98,1161.22,0,1,1,6,29.55
189449.373405,169,0.472,0.026,0.001,0.028,0.242,7.497,0.006,0.0,89.34,1191.44,0,1,1,6,28.631
189449.403044,170,0.719,0.01,0.001,0.004,0.144,17.318,0.004,0.0,0.0,1221.08,0,0,1,6,36.075
189449.439588,172,0.345,8.144,11.474,0.004,0.144,5.654,0.01,487.5,0.0,637.01,1,0,1,6,46.519
189449.48695,174,0.656,0.016,0.001,0.02,0.151,6.377,0.01,0.0,56.92,673.5,0,1,1,6,41.428
189449.556056,175,0.568,0.013,0.001,0.013,0.253,16.45,0.006,0.0,77.33,742.6,0,1,1,6,46.475
189449.603148,177,0.501,0.022,0.002,0.008,0.269,8.59,0.004,0.0,0.0,789.69,0,0,1,6,31.225
189449.651979,179,0.616,0.022,0.001,0.023,0.241,6.279,0.005,0.0,109.19,838.52,0,1,1,6,25.14
189449.677715,180,0.502,0.024,0.0,0.019,0.159,21.285,0.004,0.0,90.3,864.26,0,1,1,6,49.785
189449.728063,182,0.504,0.025,0.001,0.015,0.128,8.357,0.006,0.0,97.69,914.61,0,1,1,6,40.974
189449.769531,183,0.879,0.017,0.0,0.021,0.302,8.711,0.021,0.0,97.78,956.08,0,1,1,6,37.746
189449.808969,184,0.971,0.012,0.001,0.006,0.139,10.528,0.008,0.0,0.0,995.51,0,0,1,6,38.139
189449.871915,186,0.591,0.013,0.001,0.012,0.181,17.9,0.043,0.0,117.49,1058.46,0,1,1,6,44.831
189449.917692,188,13.798,0.01,0.001,0.009,0.116,11.421,0.007,0.0,127.89,1104.24,0,1,1,6,41.723
189449.960611,189,1.33,1.244,15.772,0.003,0.234,5.018,0.005,554.66,0.0,483.12,1,0,1,8,50.807
189450.012051,191,0.438,0.007,0.001,0.015,0.244,4.153,0.007,0.0,121.35,534.56,0,1,1,8,24.879
189450.048184,192,0.377,0.009,0.002,0.011,0.162,8.183,0.005,0.0,104.56,570.7,0,1,1,8,20.919
189450.069627,193,0.407,0.009,0.001,4.67,0.151,10.336,0.005,0.0,60.88,578.82,0,1,1,8,36.609
189450.107086,194,0.537,0.026,0.002,7.183,0.159,8.029,0.005,0.0,80.36,611.79,0,1,1,8,36.282
189450.143985,195,0.482,0.011,0.001,4.687,0.191,6.779,0.007,0.0,80.41,639.47,0,1,1,8,30.697
189450.185527,196,0.519,0.02,0.0,7.846,0.139,3.766,0.003,0.0,104.85,676.74,0,1,1,8,39.525
189450.225503,198,0.317,0.029,0.002,0.011,0.147,12.762,0.003,0.0,0.0,716.71,0,0,1,8,34.522
189450.260481,199,0.285,0.007,0.001,2.324,0.162,12.234,0.003,0.0,142.64,742.4,0,1,1,8,29.361
189450.304726,200,0.499,0.24,0.002,3.196,0.108,14.242,0.004,0.0,88.41,762.03,0,1,1,8,28.951
189450.334258,201,0.428,0.007,0.001,8.211,0.12,3.606,0.006,0.0,80.01,782.08,0,1,1,8,30.44
189450.365158,202,0.331,0.266,8.372,0.001,0.084,6.824,0.005,489.27,0.0,604.36,1,0,1,8,33.546
189450.409771,204,0.273,0.008,0.001,3.082,0.281,4.042,0.004,0.0,98.03,646.45,0,1,1,8,17.198
189450.444101,205,0.636,0.008,0.001,5.486,0.143,4.048,0.002,0.0,35.04,656.45,0,1,1,8,27.014
189450.509848,206,0.281,0.009,0.001,0.005,0.097,10.81,0.004,0.0,0.0,715.35,0,0,1,8,30.847
189450.55334,208,0.411,0.011,0.001,6.862,0.089,7.728,0.004,0.0,51.02,742.37,0,1,1,8,27.962
189450.581986,209,0.37,0.636,17.411,0.002,0.118,9.875,0.006,285.93,0.0,702.82,1,0,1,8,50.726
189450.633505,210,0.828,0.01,0.001,6.083,0.126,5.373,0.005,0.0,57.52,742.37,0,1,1,8,30.304
189450.664824,211,0.448,0.016,0.001,0.009,0.15,5.063,0.005,0.0,0.0,773.69,0,0,1,8,21.391
189450.698945,212,0.522,0.009,0.0,0.017,0.143,4.631,0.007,0.0,70.36,807.81,0,1,1,8,15.846
189450.728497,213,0.309,0.009,0.001,0.006,0.135,9.992,0.009,0.0,0.0,837.37,0,0,1,8,29.232
189450.758726,214,0.502,0.008,0.001,0.012,0.12,9.87,0.004,0.0,92.58,867.59,0,1,1,8,22.222
189450.789724,215,0.458,0.006,0.0,0.006,0.067,3.583,0.002,0.0,65.21,898.59,0,1,1,8,12.408
189450.833817,216,0.456,0.01,0.001,0.013,0.137,7.179,0.005,0.0,77.74,942.69,0,1,1,8,27.86
189450.879251,217,0.88,0.009,0.0,0.005,0.132,7.018,0.008,0.0,0.0,988.12,0,0,1,8,25.22
189450.907848,218,1.056,0.009,0.001,0.008,0.109,8.189,0.004,0.0,127.7,1016.72,0,1,1,8,26.955
189450.935396,219,0.381,0.013,0.0,0.016,0.124,8.488,0.003,0.0,64.09,1044.26,0,1,1,8,27.851
189450.963699,220,0.377,0.006,0.001,0.004,0.114,13.012,0.008,0.0,0.0,1072.57,0,0,1,8,28.887
189450.993607,221,0.343,0.191,5.56,0.001,0.104,10.173,0.006,428.71,0.0,851.0,1,0,1,9,29.976
189451.024246,222,0.726,0.008,0.001,0.016,0.118,3.484,0.003,0.0,74.62,881.64,0,1,1,9,21.542
189451.064181,223,0.418,0.012,0.001,0.013,0.17,11.051,0.009,0.0,90.1,921.58,0,1,1,9,27.354
189451.102612,224,0.381,0.017,0.001,0.006,0.147,5.527,0.005,0.0,0.0,960.01,0,0,1,9,15.275
189451.118381,225,0.406,0.009,0.001,2.842,0.114,4.63,0.005,0.0,108.53,972.53,0,1,1,9,28.737
189451.147739,226,0.372,0.011,0.0,6.669,0.127,4.708,0.007,0.0,60.38,993.27,0,1,1,9,27.19
189451.185372,227,0.404,0.04,0.001,0.007,0.401,13.08,0.005,0.0,0.0,1030.91,0,0,1,9,26.298
189451.212284,228,0.28,0.007,0.001,1.292,0.117,8.838,0.005,0.0,69.98,1051.71,0,1,1,9,29.584
189451.269352,229,0.306,0.01,0.001,10.311,0.211,3.452,0.007,0.0,95.4,452.23,0,1,1,9,30.379
189451.311744,231,0.54,0.01,0.001,2.072,0.105,15.368,0.007,0.0,101.2,490.55,0,1,1,9,29.375
189451.366761,233,0.396,0.013,0.001,0.005,0.147,11.974,0.005,0.0,0.0,540.74,0,0,1,9,26.235
189451.393602,234,0.539,0.008,0.001,0.927,0.094,2.563,0.003,0.0,83.32,561.33,0,1,1,9,19.048
189451.413668,235,0.372,0.014,0.001,2.926,0.094,4.757,0.002,0.0,48.59,575.31,0,1,1,9,26.552
189451.440671,236,0.448,0.007,0.001,6.081,0.146,5.65,0.003,0.0,56.06,600.14,0,1,1,9,27.665
189451.486768,237,0.295,0.012,0.001,0.01,0.139,4.986,0.004,0.0,0.0,646.24,0,0,1,9,21.489
189451.518818,238,0.404,0.326,9.687,0.003,0.146,4.605,0.005,315.35,0.0,588.69,1,0,1,9,24.898
189451.544427,239,0.376,0.011,0.001,2.08,0.168,6.158,0.004,0.0,66.77,603.96,0,1,1,9,29.667
189451.586253,240,0.475,0.012,0.001,2.965,0.094,5.182,0.004,0.0,85.02,643.17,0,1,1,9,18.492
189451.632018,241,0.509,0.007,0.0,4.719,0.186,4.402,0.004,0.0,46.09,679.52,0,1,1,9,24.964
189451.65756,242,0.388,0.006,0.0,0.004,0.111,8.668,0.003,0.0,0.0,705.06,0,0,1,9,21.088
189451.680053,243,0.421,0.238,9.023,0.003,0.251,3.534,0.003,212.73,0.0,670.79,1,0,1,9,25.956
189451.706528,244,0.288,0.006,0.001,0.012,0.102,6.837,0.004,0.0,73.36,697.26,0,1,1,9,20.404
189451.757707,245,1.369,0.01,0.001,0.01,0.112,13.288,0.003,0.0,52.74,748.44,0,1,1,9,30.047
189451.798224,246,0.313,0.006,0.001,0.008,0.092,4.941,0.004,0.0,45.44,788.96,0,1,1,9,13.472
189451.812114,247,0.301,0.013,0.001,0.007,0.127,5.078,0.005,0.0,0.0,802.85,0,0,1,9,24.156
189451.857825,248,0.495,1.002,10.83,0.004,0.172,8.314,0.004,241.85,0.0,620.56,1,0,1,9,39.326
189451.91106,250,0.565,0.009,0.0,0.012,0.097,8.272,0.004,0.0,109.23,666.99,0,1,1,9,21.243
189451.933063,251,0.492,0.013,0.001,0.018,0.157,4.588,0.004,0.0,80.55,689.0,0,1,1,9,25.0
189451.974415,252,0.32,0.007,0.001,0.008,0.11,8.793,0.011,0.0,79.2,730.35,0,1,1,9,22.075
189452.030762,253,0.593,0.022,0.001,0.009,0.168,10.691,0.005,0.0,0.0,786.69,0,0,1,9,29.019
189452.060433,254,0.414,0.01,0.0,0.009,0.101,4.318,0.003,0.0,88.5,816.37,0,1,1,9,19.85
189452.080767,255,0.616,0.021,0.001,0.012,0.218,5.556,0.003,0.0,0.0,836.7,0,0,1,9,21.658
189452.12553,256,0.815,1.195,6.116,0.002,0.088,4.504,0.002,286.68,0.0,697.4,1,0,1,10,28.087
189452.154229,257,0.974,0.007,0.0,0.01,0.08,6.215,0.007,0.0,100.68,726.1,0,1,1,10,23.52
189452.199424,258,0.797,0.016,0.001,0.008,0.147,10.142,0.005,0.0,0.0,771.29,0,0,1,10,27.357
189452.240366,259,0.796,0.011,0.001,2.039,0.093,6.505,0.003,0.0,100.27,809.77,0,1,1,10,21.599
189452.262451,260,0.876,0.012,0.001,0.007,0.152,5.575,0.002,0.0,0.0,831.86,0,0,1,10,19.831
189452.291606,261,0.727,0.017,0.001,3.014,0.11,7.454,0.004,0.0,99.39,855.8,0,1,1,10,21.613
189452.314003,262,1.131,0.009,0.001,1.751,0.139,19.239,0.005,0.0,69.93,873.01,0,1,1,10,42.153
189452.356875,263,0.928,3.077,10.448,0.002,0.103,7.159,0.003,299.64,0.0,820.58,1,0,1,10,40.616
189452.399906,265,1.29,0.012,0.001,9.29,0.166,6.229,0.005,0.0,126.87,860.72,0,1,1,10,33.565
189452.434076,266,0.741,0.015,0.0,2.309,0.1,6.793,0.004,0.0,82.86,887.07,0,1,1,10,28.273
189452.471865,267,0.518,0.01,0.001,1.712,0.108,3.671,0.002,0.0,80.71,920.87,0,1,1,10,12.424
189452.484777,268,0.623,0.008,0.001,0.004,0.097,4.627,0.005,0.0,0.0,933.78,0,0,1,10,26.169
189452.534752,269,1.27,0.406,7.028,0.002,0.172,6.353,0.002,244.48,0.0,931.72,1,0,1,10,33.694
189452.579632,270,0.801,0.018,0.001,2.702,0.218,4.442,0.003,0.0,133.33,971.08,0,1,1,10,21.525
189452.601764,271,1.061,0.01,0.001,1.615,0.14,9.316,0.003,0.0,128.3,990.5,0,1,1,10,32.192
189452.644189,272,0.499,0.011,0.001,0.006,0.154,3.465,0.005,0.0,0.0,1032.92,0,0,1,10,15.283
189452.66027,273,1.151,0.01,0.001,0.991,0.109,6.611,0.005,0.0,97.46,1040.07,0,1,1,10,22.657
189452.683547,274,0.522,0.007,0.001,0.004,0.103,5.098,0.006,0.0,0.0,1063.35,0,0,1,10,23.353
189452.719199,275,0.628,0.011,0.001,2.055,0.149,6.561,0.003,0.0,94.9,1092.85,0,1,1,10,25.894
189452.745618,276,0.84,0.362,2.113,0.003,0.115,10.322,0.005,288.46,0.0,1075.57,1,0,1,10,34.532
